unemployment,dollar,yuan,inflation,oil,key_rate,year
6.5,30.0926,4.55555,2.37,98.68,7.75,2011
6.5,29.954,4.54599,2.37,98.68,7.75,2011
6.5,29.954,4.54599,2.37,98.68,7.75,2011
6.5,29.954,4.54599,2.37,97.43,7.75,2011
6.5,30.0534,4.55824,2.37,97.8,7.75,2011
6.5,29.8881,4.53999,2.37,98.16,7.75,2011
6.5,29.8252,4.53085,2.37,96.58,7.75,2011
6.5,29.9147,4.5423,2.37,97.6,7.75,2011
6.5,30.0109,4.55829,2.37,97.6,7.75,2011
6.5,30.0109,4.55829,2.37,97.6,7.75,2011
6.5,30.0109,4.55829,2.37,96.61,7.75,2011
6.5,29.8516,4.53575,2.37,95.25,7.75,2011
6.5,29.7948,4.5263,2.37,97.91,7.75,2011
6.5,29.7768,4.524179999999999,2.37,97.39,7.75,2011
6.5,29.6738,4.50826,2.37,99.42,7.75,2011
6.5,29.6684,4.5047,2.37,99.42,7.75,2011
6.5,29.6684,4.5047,2.37,99.42,7.75,2011
6.5,29.6684,4.5047,2.37,101.01,7.75,2011
6.5,29.8018,4.51201,0.78,101.74,7.75,2011
6.5,29.6548,4.49574,0.78,102.34,7.75,2011
6.5,29.4219,4.48607,0.78,101.76,7.75,2011
6.5,29.3489,4.47494,0.78,99.83,7.75,2011
6.5,29.4136,4.48481,0.78,99.83,7.75,2011
6.5,29.4136,4.48481,0.78,99.83,7.75,2011
6.5,29.4136,4.48481,0.78,99.25,7.75,2011
6.5,29.3689,4.47697,0.78,99.92,7.75,2011
6.5,29.255,4.464370000000001,0.78,101.82,7.75,2011
6.5,29.301,4.44628,0.78,100.87,7.75,2011
6.5,29.3535,4.45695,0.78,101.43,7.75,2011
6.5,29.32,4.44768,0.78,101.43,7.75,2011
6.5,29.32,4.44768,0.78,101.43,7.75,2011
6.5,29.32,4.44768,0.78,103.08,7.75,2011
6.5,29.2583,4.43523,0.78,101.64,7.75,2011
6.5,29.285,4.44419,0.78,103.78,7.75,2011
6.5,29.2735,4.44278,0.78,102.59,7.75,2011
6.5,29.2447,4.44124,0.78,102.52,7.75,2011
6.5,29.2585,4.45077,0.78,102.52,7.75,2011
6.5,29.2585,4.45077,0.78,102.52,7.75,2011
6.5,29.2585,4.45077,0.78,105.74,7.75,2011
6.5,29.1549,4.4392000000000005,0.78,105.78,7.75,2011
6.5,29.2859,4.45068,0.78,111.25,7.75,2011
6.5,29.2859,4.45068,0.78,111.36,7.75,2011
6.5,29.1611,4.43205,0.78,112.14,7.75,2011
6.5,28.9405,4.40153,0.78,112.14,7.75,2011
6.5,28.9405,4.40153,0.78,112.14,7.75,2011
6.5,28.9405,4.40153,0.78,111.8,8.0,2011
6.5,28.9028,4.39954,0.62,115.42,8.0,2011
6.5,28.7569,4.3768,0.62,116.35,8.0,2011
6.5,28.6277,4.35568,0.62,114.79,8.0,2011
6.5,28.3228,4.30949,0.62,115.97,8.0,2011
6.5,28.188,4.29204,0.62,115.97,8.0,2011
6.5,28.1717,4.28956,0.62,115.97,8.0,2011
6.5,28.1717,4.28956,0.62,115.04,8.0,2011
6.5,28.1717,4.28956,0.62,113.06,8.0,2011
6.5,28.1717,4.28956,0.62,115.94,8.0,2011
6.5,28.2945,4.30498,0.62,115.43,8.0,2011
6.5,28.4356,4.32579,0.62,113.84,8.0,2011
6.5,28.6317,4.35483,0.62,113.84,8.0,2011
6.5,28.6317,4.35483,0.62,113.84,8.0,2011
6.5,28.6317,4.35483,0.62,113.67,8.0,2011
6.5,28.664,4.3628,0.62,108.52,8.0,2011
6.5,28.7263,4.37108,0.62,110.62,8.0,2011
6.5,28.6582,4.36092,0.62,114.9,8.0,2011
6.5,28.7422,4.370369999999999,0.62,113.93,8.0,2011
6.5,28.4763,4.33456,0.62,113.93,8.0,2011
6.5,28.4763,4.33456,0.62,113.93,8.0,2011
6.5,28.4763,4.33456,0.62,114.96,8.0,2011
6.5,28.3675,4.323259999999999,0.62,115.7,8.0,2011
6.5,28.1561,4.29471,0.62,115.55,8.0,2011
6.5,28.27,4.30991,0.62,115.72,8.0,2011
6.5,28.4015,4.32917,0.62,115.59,8.0,2011
6.5,28.2237,4.30423,0.62,115.59,8.0,2011
6.5,28.2237,4.30423,0.62,115.59,8.0,2011
6.5,28.2237,4.30423,0.62,114.8,8.0,2011
6.5,28.411,4.32916,0.62,115.16,8.0,2011
6.5,28.3436,4.32001,0.62,115.13,8.0,2011
6.5,28.429,4.33442,0.62,117.36,8.0,2011
6.5,28.5162,4.35408,0.43,118.7,8.0,2011
6.5,28.3684,4.33198,0.43,118.7,8.0,2011
6.5,28.3684,4.33198,0.43,118.7,8.0,2011
6.5,28.3684,4.33198,0.43,121.06,8.0,2011
6.5,28.2277,4.31715,0.43,122.22,8.0,2011
6.5,28.3113,4.32775,0.43,122.3,8.0,2011
6.5,28.2164,4.31114,0.43,122.67,8.0,2011
6.5,28.2286,4.31333,0.43,126.65,8.0,2011
6.5,28.1211,4.30236,0.43,126.65,8.0,2011
6.5,28.1211,4.30236,0.43,126.65,8.0,2011
6.5,28.1211,4.30236,0.43,123.98,8.0,2011
6.5,27.9758,4.27935,0.43,120.92,8.0,2011
6.5,28.1456,4.30164,0.43,122.88,8.0,2011
6.5,28.1145,4.30306,0.43,122.36,8.0,2011
6.5,28.1886,4.31612,0.43,123.45,8.0,2011
6.5,28.2212,4.322039999999999,0.43,123.45,8.0,2011
6.5,28.2212,4.322039999999999,0.43,123.45,8.0,2011
6.5,28.2212,4.322039999999999,0.43,121.61,8.0,2011
6.5,28.1636,4.31395,0.43,121.33,8.0,2011
6.5,28.4213,4.350820000000001,0.43,123.85,8.0,2011
6.5,28.1457,4.31305,0.43,123.99,8.0,2011
6.5,27.9398,4.286099999999999,0.43,124.86,8.0,2011
6.5,27.9396,4.29081,0.43,124.86,8.0,2011
6.5,27.9396,4.29081,0.43,124.86,8.0,2011
6.5,27.9396,4.29081,0.43,123.66,8.0,2011
6.5,27.9924,4.29542,0.43,124.14,8.0,2011
6.5,27.8964,4.27374,0.43,125.13,8.0,2011
6.5,27.7144,4.25564,0.43,125.02,8.0,2011
6.5,27.4977,4.22937,0.43,125.89,8.0,2011
6.5,27.5022,4.23678,0.43,125.89,8.0,2011
6.5,27.5022,4.23678,0.48,125.89,8.0,2011
6.5,27.5022,4.23678,0.48,125.12,8.0,2011
6.5,27.5022,4.23678,0.48,122.45,8.25,2011
6.5,27.3348,4.20723,0.48,121.19,8.25,2011
6.5,27.3675,4.21473,0.48,110.8,8.25,2011
6.5,27.2625,4.19772,0.48,109.13,8.25,2011
6.5,27.6635,4.25723,0.48,109.13,8.25,2011
6.5,27.6635,4.25723,0.48,109.13,8.25,2011
6.5,27.6635,4.25723,0.48,115.9,8.25,2011
6.5,27.6635,4.25723,0.48,117.63,8.25,2011
6.5,27.8645,4.29127,0.48,112.57,8.25,2011
6.5,27.6288,4.25517,0.48,112.98,8.25,2011
6.5,27.9472,4.29825,0.48,113.83,8.25,2011
6.5,27.8497,4.2866100000000005,0.48,113.83,8.25,2011
6.5,27.8497,4.2866100000000005,0.48,113.83,8.25,2011
6.5,27.8497,4.2866100000000005,0.48,112.73,8.25,2011
6.5,28.122,4.32021,0.48,109.99,8.25,2011
6.5,28.1177,4.321479999999999,0.48,112.3,8.25,2011
6.5,28.0466,4.31234,0.48,111.42,8.25,2011
6.5,27.9608,4.29776,0.48,112.39,8.25,2011
6.5,27.9145,4.29857,0.48,112.39,8.25,2011
6.5,27.9145,4.29857,0.48,112.39,8.25,2011
6.5,27.9145,4.29857,0.48,110.1,8.25,2011
6.5,28.3418,4.35894,0.48,112.53,8.25,2011
6.5,28.437,4.37519,0.48,114.93,8.25,2011
6.5,28.4794,4.38482,0.48,115.05,8.25,2011
6.5,28.228,4.34859,0.48,115.03,8.25,2011
6.5,28.1166,4.33103,0.48,115.03,8.25,2011
6.5,28.1166,4.33103,0.48,115.03,8.25,2011
6.5,28.1166,4.33103,0.48,114.68,8.25,2011
6.5,28.0685,4.329549999999999,0.48,116.73,8.25,2011
6.5,27.9805,4.31844,0.23,114.53,8.25,2011
6.5,27.9682,4.31701,0.23,115.54,8.25,2011
6.5,28.0419,4.32565,0.23,115.84,8.25,2011
6.5,27.8751,4.30178,0.23,115.84,8.25,2011
6.5,27.8751,4.30178,0.23,115.84,8.25,2011
6.5,27.8751,4.30178,0.23,114.48,8.25,2011
6.5,27.7752,4.28676,0.23,116.78,8.25,2011
6.5,27.7814,4.28778,0.23,117.85,8.25,2011
6.5,27.6847,4.275370000000001,0.23,119.57,8.25,2011
6.5,27.7033,4.27744,0.23,118.78,8.25,2011
6.5,27.7907,4.28723,0.23,118.78,8.25,2011
6.5,27.7907,4.28723,0.23,118.78,8.25,2011
6.5,27.7907,4.28723,0.23,119.1,8.25,2011
6.5,27.7907,4.28723,0.23,120.16,8.25,2011
6.5,27.8984,4.306839999999999,0.23,117.1,8.25,2011
6.5,27.8957,4.30363,0.23,114.02,8.25,2011
6.5,28.19,4.35091,0.23,113.21,8.25,2011
6.5,28.1778,4.3542000000000005,0.23,113.21,8.25,2011
6.5,28.1778,4.3542000000000005,0.23,113.21,8.25,2011
6.5,28.1778,4.3542000000000005,0.23,111.69,8.25,2011
6.5,28.1783,4.35287,0.23,110.95,8.25,2011
6.5,28.0118,4.3322400000000005,0.23,114.21,8.25,2011
6.5,27.896,4.31539,0.23,107.26,8.25,2011
6.5,28.0568,4.33591,0.23,105.12,8.25,2011
6.5,28.1655,4.34948,0.23,105.12,8.25,2011
6.5,28.1655,4.34948,0.23,105.12,8.25,2011
6.5,28.1655,4.34948,0.23,105.99,8.25,2011
6.5,28.3478,4.37655,0.23,108.78,8.25,2011
6.5,28.2352,4.3637500000000005,0.23,112.4,8.25,2011
6.5,28.0758,4.3429400000000005,0.23,112.48,8.25,2011
6.5,27.8726,4.31231,-0.01,111.77,8.25,2011
6.5,27.8536,4.30777,-0.01,111.77,8.25,2011
6.5,27.8536,4.30777,-0.01,111.77,8.25,2011
6.5,27.8536,4.30777,-0.01,111.39,8.25,2011
6.5,27.8037,4.30291,-0.01,113.61,8.25,2011
6.5,27.8622,4.3085700000000005,-0.01,113.62,8.25,2011
6.5,27.8907,4.31297,-0.01,118.59,8.25,2011
6.5,27.9853,4.32713,-0.01,118.33,8.25,2011
6.5,27.888,4.31376,-0.01,118.33,8.25,2011
6.5,27.888,4.31376,-0.01,118.33,8.25,2011
6.5,27.888,4.31376,-0.01,117.24,8.25,2011
6.5,28.0839,4.34271,-0.01,117.75,8.25,2011
6.5,28.3842,4.38508,-0.01,118.78,8.25,2011
6.5,28.2557,4.36847,-0.01,118.32,8.25,2011
6.5,28.061,4.345219999999999,-0.01,117.26,8.25,2011
6.5,28.1277,4.351570000000001,-0.01,117.26,8.25,2011
6.5,28.1277,4.351570000000001,-0.01,117.26,8.25,2011
6.5,28.1277,4.351570000000001,-0.01,116.05,8.25,2011
6.5,28.1775,4.35604,-0.01,117.06,8.25,2011
6.5,28.1505,4.352539999999999,-0.01,118.15,8.25,2011
6.5,28.0466,4.34346,-0.01,117.51,8.25,2011
6.5,27.908,4.32575,-0.01,118.67,8.25,2011
6.5,27.7169,4.299329999999999,-0.01,118.67,8.25,2011
6.5,27.7169,4.299329999999999,-0.01,118.67,8.25,2011
6.5,27.7169,4.299329999999999,-0.01,117.94,8.25,2011
6.5,27.7413,4.30304,-0.01,118.28,8.25,2011
6.5,27.546,4.27733,-0.01,117.43,8.25,2011
6.5,27.4439,4.26035,-0.01,117.36,8.25,2011
6.5,27.5907,4.28101,-0.01,116.74,8.25,2011
6.5,27.6796,4.29687,-0.01,116.74,8.25,2011
6.5,27.6796,4.29687,-0.01,116.74,8.25,2011
6.5,27.6796,4.29687,-0.24,116.81,8.25,2011
6.5,27.5204,4.27601,-0.24,116.46,8.25,2011
6.5,27.8154,4.31963,-0.24,113.23,8.25,2011
6.5,27.8996,4.3337200000000005,-0.24,107.25,8.25,2011
6.5,27.8432,4.32469,-0.24,109.37,8.25,2011
6.5,28.3382,4.4002,-0.24,109.37,8.25,2011
6.5,28.3382,4.4002,-0.24,109.37,8.25,2011
6.5,28.3382,4.4002,-0.24,103.74,8.25,2011
6.5,28.521,4.43658,-0.24,102.57,8.25,2011
6.5,29.4166,4.57241,-0.24,106.68,8.25,2011
6.5,29.3065,4.56601,-0.24,108.02,8.25,2011
6.5,29.417,4.60209,-0.24,108.03,8.25,2011
6.5,29.4452,4.604480000000001,-0.24,108.03,8.25,2011
6.5,29.4452,4.604480000000001,-0.24,108.03,8.25,2011
6.5,29.4452,4.604480000000001,-0.24,109.91,8.25,2011
6.5,28.8576,4.5148600000000005,-0.24,109.47,8.25,2011
6.5,28.7032,4.49471,-0.24,110.6,8.25,2011
6.5,28.7207,4.49625,-0.24,106.99,8.25,2011
6.5,28.9115,4.52605,-0.24,108.62,8.25,2011
6.5,29.2709,4.57651,-0.24,108.62,8.25,2011
6.5,29.2709,4.57651,-0.24,108.62,8.25,2011
6.5,29.2709,4.57651,-0.24,108.36,8.25,2011
6.5,29.2555,4.57353,-0.24,109.31,8.25,2011
6.5,28.9547,4.52361,-0.24,110.15,8.25,2011
6.5,28.9037,4.52235,-0.24,110.62,8.25,2011
6.5,28.8825,4.51762,-0.24,111.36,8.25,2011
6.5,28.8717,4.51869,-0.24,111.36,8.25,2011
6.5,28.8717,4.51869,-0.24,111.36,8.25,2011
6.5,28.8717,4.51869,-0.24,111.88,8.25,2011
6.5,28.7108,4.49942,-0.24,114.02,8.25,2011
6.5,28.8569,4.52288,-0.24,114.85,8.25,2011
6.5,28.9278,4.53506,-0.04,114.29,8.25,2011
6.5,28.8911,4.52846,-0.04,112.33,8.25,2011
6.5,29.0604,4.5507800000000005,-0.04,112.33,8.25,2011
6.5,29.0604,4.5507800000000005,-0.04,112.33,8.25,2011
6.5,29.0604,4.5507800000000005,-0.04,110.08,8.25,2011
6.5,29.3436,4.59434,-0.04,112.89,8.25,2011
6.5,29.6107,4.63391,-0.04,115.8,8.25,2011
6.5,29.4905,4.61416,-0.04,114.55,8.25,2011
6.5,29.5015,4.61979,-0.04,112.77,8.25,2011
6.5,29.6904,4.6482,-0.04,112.77,8.25,2011
6.5,29.6904,4.6482,-0.04,112.77,8.25,2011
6.5,29.6904,4.6482,-0.04,112.25,8.25,2011
6.5,30.3034,4.74343,-0.04,111.89,8.25,2011
6.5,30.1872,4.71874,-0.04,112.4,8.25,2011
6.5,30.3643,4.748279999999999,-0.04,115.34,8.25,2011
6.5,30.5042,4.77464,-0.04,112.22,8.25,2011
6.5,30.5328,4.78158,-0.04,112.22,8.25,2011
6.5,30.5328,4.78158,-0.04,112.22,8.25,2011
6.5,30.5328,4.78158,-0.04,109.14,8.25,2011
6.5,30.868,4.8334,-0.04,110.54,8.25,2011
6.5,31.496,4.93204,-0.04,110.36,8.25,2011
6.5,31.4122,4.9247,-0.04,105.49,8.25,2011
6.5,31.9106,4.99344,-0.04,103.97,8.25,2011
6.5,32.1083,5.02674,-0.04,103.97,8.25,2011
6.5,32.1083,5.02674,-0.04,103.97,8.25,2011
6.5,32.1083,5.02674,-0.04,103.94,8.25,2011
6.5,32.4619,5.08059,-0.04,107.14,8.25,2011
6.5,32.2201,5.03557,-0.04,103.81,8.25,2011
6.5,31.818,4.977320000000001,-0.04,103.95,8.25,2011
6.5,31.8751,4.98235,-0.04,102.76,8.25,2011
6.5,32.11,5.03142,0.48,102.76,8.25,2011
6.5,32.11,5.03142,0.48,102.76,8.25,2011
6.5,32.11,5.03142,0.48,101.71,8.25,2011
6.5,32.589,5.112,0.48,99.79,8.25,2011
6.5,32.6799,5.12626,0.48,102.73,8.25,2011
6.5,32.6374,5.1195900000000005,0.48,105.73,8.25,2011
6.5,32.5085,5.09937,0.48,105.88,8.25,2011
6.5,32.2005,5.05106,0.48,105.88,8.25,2011
6.5,32.2005,5.05106,0.48,105.88,8.25,2011
6.5,32.2005,5.05106,0.48,108.95,8.25,2011
6.5,32.0096,5.04009,0.48,110.73,8.25,2011
6.5,31.427,4.93189,0.48,111.36,8.25,2011
6.5,31.4151,4.93149,0.48,111.11,8.25,2011
6.5,31.2014,4.89257,0.48,114.68,8.25,2011
6.5,30.9905,4.85805,0.48,114.68,8.25,2011
6.5,30.9905,4.85805,0.48,114.68,8.25,2011
6.5,30.9905,4.85805,0.48,110.16,8.25,2011
6.5,30.737,4.82414,0.48,111.15,8.25,2011
6.5,30.9694,4.85627,0.48,108.39,8.25,2011
6.5,30.9257,4.84752,0.48,109.76,8.25,2011
6.5,31.3788,4.91584,0.48,109.56,8.25,2011
6.5,31.3361,4.9093800000000005,0.48,109.56,8.25,2011
6.5,31.3361,4.9093800000000005,0.48,109.56,8.25,2011
6.5,31.3361,4.9093800000000005,0.48,111.45,8.25,2011
6.5,30.8255,4.83507,0.48,110.92,8.25,2011
6.5,30.4971,4.79454,0.48,108.91,8.25,2011
6.5,30.5732,4.81339,0.48,112.08,8.25,2011
6.5,30.2421,4.75699,0.48,109.91,8.25,2011
6.5,29.8977,4.70837,0.48,109.91,8.25,2011
6.5,29.8977,4.70837,0.48,109.91,8.25,2011
6.5,29.8977,4.70837,0.48,109.56,8.25,2011
6.5,30.1245,4.74066,0.42,109.54,8.25,2011
6.5,30.6448,4.82413,0.42,109.34,8.25,2011
6.5,30.683,4.82862,0.42,110.83,8.25,2011
6.5,30.8438,4.8563,0.42,111.97,8.25,2011
6.5,30.8438,4.8563,0.42,111.97,8.25,2011
6.5,30.8438,4.8563,0.42,111.97,8.25,2011
6.5,30.8438,4.8563,0.42,114.56,8.25,2011
6.5,30.5694,4.81635,0.42,115.0,8.25,2011
6.5,30.5014,4.80685,0.42,112.31,8.25,2011
6.5,30.1033,4.7483,0.42,113.71,8.25,2011
6.5,30.8454,4.85946,0.42,114.16,8.25,2011
6.5,30.5282,4.81297,0.42,114.16,8.25,2011
6.5,30.5282,4.81297,0.42,114.16,8.25,2011
6.5,30.5282,4.81297,0.42,111.89,8.25,2011
6.5,30.2921,4.76913,0.42,112.39,8.25,2011
6.5,30.66,4.82972,0.42,111.88,8.25,2011
6.5,30.8417,4.8575,0.42,108.22,8.25,2011
6.5,30.7337,4.839650000000001,0.42,107.56,8.25,2011
6.5,30.919,4.8627,0.42,107.56,8.25,2011
6.5,30.919,4.8627,0.42,107.56,8.25,2011
6.5,30.919,4.8627,0.42,106.88,8.25,2011
6.5,30.9693,4.87368,0.42,109.03,8.25,2011
6.5,31.0612,4.88338,0.42,107.02,8.25,2011
6.5,31.2133,4.911379999999999,0.42,107.78,8.25,2011
6.5,31.4365,4.94463,0.42,106.4,8.25,2011
6.5,31.5788,4.95626,0.42,106.4,8.25,2011
6.5,31.5788,4.95626,0.42,106.4,8.25,2011
6.5,31.5788,4.95626,0.42,109.0,8.25,2011
6.5,31.4117,4.92316,0.42,110.82,8.25,2011
6.5,31.3216,4.90973,0.42,110.52,8.25,2011
6.5,31.4001,4.92844,0.44,108.99,8.25,2011
6.5,30.8486,4.84546,0.44,109.94,8.25,2011
6.5,30.8099,4.842499999999999,0.44,109.94,8.25,2011
6.5,30.8099,4.842499999999999,0.44,109.94,8.25,2011
6.5,30.8099,4.842499999999999,0.44,109.81,8.25,2011
6.5,30.9068,4.85689,0.44,110.81,8.25,2011
6.5,31.1026,4.88643,0.44,109.53,8.25,2011
6.5,31.1527,4.90285,0.44,108.11,8.25,2011
6.5,31.2308,4.90857,0.44,108.62,8.25,2011
6.5,31.5691,4.95917,0.44,108.62,8.25,2011
6.5,31.5691,4.95917,0.44,108.62,8.25,2011
6.5,31.5691,4.95917,0.44,107.26,8.25,2011
6.5,31.4134,4.93867,0.44,109.5,8.25,2011
6.5,31.6704,4.97423,0.44,105.02,8.25,2011
6.5,31.7655,4.98595,0.44,105.09,8.25,2011
6.5,31.8957,5.00419,0.44,103.35,8.25,2011
6.5,31.7701,5.00711,0.44,103.35,8.25,2011
6.5,31.7701,5.00711,0.44,103.35,8.25,2011
6.5,31.7701,5.00711,0.44,103.64,8.25,2011
6.5,32.0323,5.0400100000000005,0.44,106.73,8.25,2011
6.5,32.0519,5.0516,0.44,107.71,8.25,2011
6.5,31.7645,5.01025,0.44,107.89,8.25,2011
6.5,31.5634,4.9783,0.44,107.96,8.25,2011
6.5,31.2575,4.93036,0.44,107.96,8.25,2011
6.5,31.2575,4.93036,0.44,107.96,8.25,2011
6.5,31.2575,4.93036,0.44,108.77,8.0,2011
6.5,31.2266,4.94303,0.44,109.27,8.0,2011
6.5,31.0847,4.9138,0.44,107.56,8.0,2011
6.5,31.5633,4.99222,0.44,108.01,8.0,2011
6.5,32.0197,5.06729,0.44,107.38,8.0,2011
6.5,32.1961,5.11106,0.44,107.38,8.0,2011
5.5,32.1961,5.11106,0.5,107.38,8.0,2012
5.5,32.1961,5.11106,0.5,108.28,8.0,2012
5.5,32.1961,5.11106,0.5,112.13,8.0,2012
5.5,32.1961,5.11106,0.5,113.7,8.0,2012
5.5,32.1961,5.11106,0.5,112.74,8.0,2012
5.5,32.1961,5.11106,0.5,113.06,8.0,2012
5.5,32.1961,5.11106,0.5,113.06,8.0,2012
5.5,32.1961,5.11106,0.5,113.06,8.0,2012
5.5,32.1961,5.11106,0.5,112.45,8.0,2012
5.5,32.1961,5.11106,0.5,113.28,8.0,2012
5.5,31.8729,5.04805,0.5,112.24,8.0,2012
5.5,31.6886,5.01576,0.5,111.26,8.0,2012
5.5,31.6807,5.014670000000001,0.5,110.44,8.0,2012
5.5,31.583,5.00507,0.5,110.44,8.0,2012
5.5,31.583,5.00507,0.5,110.44,8.0,2012
5.5,31.583,5.00507,0.5,111.2,8.0,2012
5.5,31.9344,5.05843,0.5,111.53,8.0,2012
5.5,31.5445,4.99794,0.5,110.66,8.0,2012
5.5,31.5428,4.99823,0.5,111.55,8.0,2012
5.5,31.4777,4.98254,0.5,109.86,8.0,2012
5.5,31.2879,4.94514,0.5,109.86,8.0,2012
5.5,31.2879,4.94514,0.5,109.86,8.0,2012
5.5,31.2879,4.94514,0.5,110.58,8.0,2012
5.5,31.3325,4.94672,0.5,110.03,8.0,2012
5.5,30.8752,4.87452,0.5,109.81,8.0,2012
5.5,30.667,4.84165,0.5,110.79,8.0,2012
5.5,30.36,4.79318,0.5,111.46,8.0,2012
5.5,30.3626,4.79359,0.5,111.46,8.0,2012
5.5,30.3626,4.79359,0.5,111.46,8.0,2012
5.5,30.3626,4.79359,0.5,110.75,8.0,2012
5.5,30.3647,4.80219,0.5,110.98,8.0,2012
5.5,30.3131,4.80109,0.37,111.56,8.0,2012
5.5,30.4067,4.8211,0.37,112.07,8.0,2012
5.5,30.1855,4.79181,0.37,114.58,8.0,2012
5.5,30.2385,4.7961100000000005,0.37,114.58,8.0,2012
5.5,30.2385,4.7961100000000005,0.37,114.58,8.0,2012
5.5,30.2385,4.7961100000000005,0.37,115.93,8.0,2012
5.5,30.2324,4.78914,0.37,116.23,8.0,2012
5.5,30.0871,4.77111,0.37,117.2,8.0,2012
5.5,29.693,4.71564,0.37,118.59,8.0,2012
5.5,29.6795,4.715,0.37,117.31,8.0,2012
5.5,29.8923,4.74699,0.37,117.31,8.0,2012
5.5,29.8923,4.74699,0.37,117.31,8.0,2012
5.5,29.8923,4.74699,0.37,117.93,8.0,2012
5.5,29.8873,4.74575,0.37,118.16,8.0,2012
5.5,30.0868,4.775460000000001,0.37,118.93,8.0,2012
5.5,29.944,4.75362,0.37,120.11,8.0,2012
5.5,30.2098,4.79308,0.37,119.58,8.0,2012
5.5,29.9982,4.76283,0.37,119.58,8.0,2012
5.5,29.9982,4.76283,0.37,119.58,8.0,2012
5.5,29.9982,4.76283,0.37,120.05,8.0,2012
5.5,29.7805,4.72811,0.37,121.66,8.0,2012
5.5,29.7796,4.7288,0.37,122.9,8.0,2012
5.5,29.7692,4.72835,0.37,123.62,8.0,2012
5.5,29.7692,4.72835,0.37,125.47,8.0,2012
5.5,29.449,4.6763,0.37,125.47,8.0,2012
5.5,29.449,4.6763,0.37,125.47,8.0,2012
5.5,29.449,4.6763,0.37,124.17,8.0,2012
5.5,29.1264,4.62302,0.37,121.55,8.0,2012
5.5,28.9503,4.59456,0.37,122.66,8.0,2012
5.5,29.0253,4.61129,0.58,126.2,8.0,2012
5.5,29.2889,4.64977,0.58,123.65,8.0,2012
5.5,29.296,4.65193,0.58,123.65,8.0,2012
5.5,29.296,4.65193,0.58,123.65,8.0,2012
5.5,29.296,4.65193,0.58,123.8,8.0,2012
5.5,29.2892,4.645020000000001,0.58,121.98,8.0,2012
5.5,29.4508,4.668950000000001,0.58,124.12,8.0,2012
5.5,29.6621,4.6991,0.58,125.44,8.0,2012
5.5,29.6621,4.6991,0.58,125.98,8.0,2012
5.5,29.6621,4.6991,0.58,125.98,8.0,2012
5.5,29.6621,4.6991,0.58,125.98,8.0,2012
5.5,29.5406,4.68103,0.58,125.34,8.0,2012
5.5,29.6666,4.69178,0.58,126.22,8.0,2012
5.5,29.5091,4.66554,0.58,124.97,8.0,2012
5.5,29.5125,4.65717,0.58,123.55,8.0,2012
5.5,29.5822,4.67429,0.58,125.81,8.0,2012
5.5,29.3578,4.64177,0.58,125.81,8.0,2012
5.5,29.3578,4.64177,0.58,125.81,8.0,2012
5.5,29.3578,4.64177,0.58,125.71,8.0,2012
5.5,29.2224,4.62468,0.58,124.12,8.0,2012
5.5,29.1652,4.61205,0.58,124.2,8.0,2012
5.5,29.2079,4.616899999999999,0.58,123.14,8.0,2012
5.5,29.2447,4.63532,0.58,125.13,8.0,2012
5.5,29.4038,4.66386,0.58,125.13,8.0,2012
5.5,29.4038,4.66386,0.58,125.13,8.0,2012
5.5,29.4038,4.66386,0.58,125.65,8.0,2012
5.5,29.2311,4.63361,0.58,125.54,8.0,2012
5.5,28.9468,4.58527,0.58,124.16,8.0,2012
5.5,29.0845,4.61176,0.58,122.39,8.0,2012
5.5,29.2853,4.641830000000001,0.58,122.88,8.0,2012
5.5,29.3282,4.6563,0.58,122.88,8.0,2012
5.5,29.3282,4.6563,0.31,122.88,8.0,2012
5.5,29.3282,4.6563,0.31,125.43,8.0,2012
5.5,29.3479,4.65951,0.31,124.86,8.0,2012
5.5,29.2944,4.6513800000000005,0.31,122.34,8.0,2012
5.5,29.4285,4.67267,0.31,123.43,8.0,2012
5.5,29.4303,4.66378,0.31,122.84,8.0,2012
5.5,29.4606,4.6704300000000005,0.31,122.84,8.0,2012
5.5,29.4606,4.6704300000000005,0.31,122.84,8.0,2012
5.5,29.4606,4.6704300000000005,0.31,122.67,8.0,2012
5.5,29.6358,4.69768,0.31,119.88,8.0,2012
5.5,29.6359,4.695320000000001,0.31,120.18,8.0,2012
5.5,29.8033,4.72378,0.31,121.71,8.0,2012
5.5,29.569,4.68784,0.31,121.83,8.0,2012
5.5,29.4711,4.67832,0.31,121.83,8.0,2012
5.5,29.4711,4.67832,0.31,121.83,8.0,2012
5.5,29.4711,4.67832,0.31,118.68,8.0,2012
5.5,29.7614,4.71378,0.31,118.78,8.0,2012
5.5,29.6368,4.70664,0.31,117.97,8.0,2012
5.5,29.4978,4.67915,0.31,118.0,8.0,2012
5.5,29.5122,4.68106,0.31,118.76,8.0,2012
5.5,29.5214,4.67888,0.31,118.76,8.0,2012
5.5,29.5214,4.67888,0.31,118.76,8.0,2012
5.5,29.5214,4.67888,0.31,118.71,8.0,2012
5.5,29.488,4.67351,0.31,118.16,8.0,2012
5.5,29.4549,4.6689300000000005,0.31,119.12,8.0,2012
5.5,29.2962,4.64665,0.31,119.92,8.0,2012
5.5,29.277,4.64464,0.31,119.83,8.0,2012
5.5,29.4234,4.66446,0.31,119.83,8.0,2012
5.5,29.3627,4.65343,0.31,119.83,8.0,2012
