unemployment,dollar,yuan,inflation,oil,key_rate,year
7.2,27.8548,3.362,1.12,54.14,13.0,2005
7.2,27.8548,3.362,1.12,52.29,13.0,2005
7.2,27.8548,3.362,1.12,52.48,13.0,2005
7.2,27.8548,3.362,1.12,51.09,13.0,2005
7.2,27.8548,3.362,1.12,51.09,13.0,2005
7.2,27.8548,3.362,0.8,51.09,13.0,2005
7.2,27.8548,3.362,0.8,49.87,13.0,2005
7.2,27.8548,3.362,0.8,50.52,13.0,2005
7.2,27.8548,3.362,0.8,50.97,13.0,2005
7.2,27.8548,3.362,0.8,51.13,13.0,2005
7.2,27.8548,3.362,0.8,50.77,13.0,2005
7.2,27.8548,3.362,0.8,50.77,13.0,2005
7.2,27.8548,3.362,0.8,50.77,13.0,2005
7.2,27.8548,3.362,0.8,51.29,13.0,2005
7.2,27.8548,3.362,0.8,51.43,13.0,2005
7.2,27.8548,3.362,0.8,50.07,13.0,2005
7.2,27.8548,3.362,0.8,48.34,13.0,2005
7.2,27.8548,3.362,0.8,48.66,13.0,2005
7.2,27.8548,3.362,0.8,48.66,13.0,2005
7.2,27.8548,3.362,0.8,48.66,13.0,2005
7.2,27.8548,3.362,0.8,48.05,13.0,2005
7.2,27.8548,3.362,0.8,49.34,13.0,2005
7.2,27.8548,3.362,0.8,48.15,13.0,2005
7.2,27.8548,3.362,0.8,47.88,13.0,2005
7.2,27.8548,3.362,0.8,48.03,13.0,2005
7.2,27.8548,3.362,0.8,48.03,13.0,2005
7.2,27.8548,3.362,0.8,48.03,13.0,2005
7.2,27.8548,3.362,0.8,48.37,13.0,2005
7.2,27.8548,3.362,0.8,48.82,13.0,2005
7.2,27.8548,3.362,0.8,50.07,13.0,2005
7.2,27.8548,3.362,0.8,50.16,13.0,2005
7.2,27.8548,3.362,0.8,50.7,13.0,2005
7.2,27.8548,3.362,0.8,50.7,13.0,2005
7.2,27.8548,3.362,0.8,50.7,13.0,2005
7.2,27.8548,3.362,0.8,49.96,13.0,2005
7.2,27.8548,3.362,0.8,50.73,13.0,2005
7.2,28.1946,3.39418,0.64,53.27,13.0,2005
7.2,28.1946,3.39418,0.64,52.4,13.0,2005
7.2,28.1946,3.39418,0.64,54.17,13.0,2005
7.2,28.1946,3.39418,0.64,54.17,13.0,2005
7.2,28.1946,3.39418,0.64,54.17,13.0,2005
7.2,28.1946,3.39418,0.64,53.67,13.0,2005
7.2,28.1946,3.39418,0.64,53.13,13.0,2005
7.2,28.1946,3.39418,0.64,52.11,13.0,2005
7.2,28.1946,3.39418,0.64,53.82,13.0,2005
7.2,28.1946,3.39418,0.64,52.67,13.0,2005
7.2,28.1946,3.39418,0.64,52.67,13.0,2005
7.2,28.1946,3.39418,0.64,52.67,13.0,2005
7.2,28.1946,3.39418,0.64,54.78,13.0,2005
7.2,28.1946,3.39418,0.64,53.73,13.0,2005
7.2,28.1946,3.39418,0.64,54.5,13.0,2005
7.2,28.1946,3.39418,0.64,56.22,13.0,2005
7.2,28.1946,3.39418,0.64,57.76,13.0,2005
7.2,28.1946,3.39418,0.64,57.76,13.0,2005
7.2,28.1946,3.39418,0.64,57.76,13.0,2005
7.2,28.1946,3.39418,0.64,58.32,13.0,2005
7.2,28.1946,3.39418,0.64,57.5,13.0,2005
7.2,28.1946,3.39418,0.64,56.58,13.0,2005
7.2,28.1946,3.39418,0.64,57.96,13.0,2005
7.2,28.1946,3.39418,0.64,58.36,13.0,2005
7.2,28.1946,3.39418,0.64,58.36,13.0,2005
7.2,28.1946,3.39418,0.64,58.36,13.0,2005
7.2,28.1946,3.39418,0.64,59.3,13.0,2005
7.2,28.1946,3.39418,0.64,57.18,13.0,2005
7.2,28.1946,3.39418,0.64,56.15,13.0,2005
7.2,28.1946,3.39418,0.64,55.58,13.0,2005
7.2,28.6282,3.46428,0.46,57.54,13.0,2005
7.2,28.6282,3.46428,0.46,57.54,13.0,2005
7.2,28.6282,3.46428,0.46,57.54,13.0,2005
7.2,28.6282,3.46428,0.46,57.94,13.0,2005
7.2,28.6282,3.46428,0.46,58.29,13.0,2005
7.2,28.6282,3.46428,0.46,59.85,13.0,2005
7.2,28.6282,3.46428,0.46,59.28,13.0,2005
7.2,28.6282,3.46428,0.46,58.2,13.0,2005
7.2,28.6282,3.46428,0.46,58.2,13.0,2005
7.2,28.6282,3.46428,0.46,58.2,13.0,2005
7.2,28.6282,3.46428,0.46,57.44,13.0,2005
7.2,28.6282,3.46428,0.46,58.82,13.0,2005
7.2,28.6282,3.46428,0.46,58.27,13.0,2005
7.2,28.6282,3.46428,0.46,57.31,13.0,2005
7.2,28.6282,3.46428,0.46,57.61,13.0,2005
7.2,28.6282,3.46428,0.46,57.61,13.0,2005
7.2,28.6282,3.46428,0.46,57.61,13.0,2005
7.2,28.6282,3.46428,0.46,56.99,13.0,2005
7.2,28.6282,3.46428,0.46,57.36,13.0,2005
7.2,28.6282,3.46428,0.46,56.65,13.0,2005
7.2,28.6282,3.46428,0.46,55.72,13.0,2005
7.2,28.6282,3.46428,0.46,57.58,13.0,2005
7.2,28.6282,3.46428,0.46,57.58,13.0,2005
7.2,28.6282,3.46428,0.46,57.58,13.0,2005
7.2,28.6282,3.46428,0.46,57.86,13.0,2005
7.2,28.6282,3.46428,0.46,58.03,13.0,2005
7.2,28.6282,3.46428,0.46,58.01,13.0,2005
7.2,28.6282,3.46428,0.46,58.76,13.0,2005
7.2,28.6282,3.46428,0.46,59.37,13.0,2005
7.2,28.6282,3.46428,0.46,59.37,13.0,2005
7.2,28.6282,3.46428,0.46,59.37,13.0,2005
7.2,28.6282,3.46428,-0.14,60.44,13.0,2005
7.2,28.6282,3.46428,-0.14,60.62,13.0,2005
7.2,28.6282,3.46428,-0.14,59.65,13.0,2005
7.2,28.6282,3.46428,-0.14,60.12,13.0,2005
7.2,28.6282,3.46428,-0.14,61.07,13.0,2005
7.2,28.6282,3.46428,-0.14,61.07,13.0,2005
7.2,28.6282,3.46428,-0.14,61.07,13.0,2005
7.2,28.6282,3.46428,-0.14,62.7,13.0,2005
7.2,28.6282,3.46428,-0.14,61.98,13.0,2005
7.2,28.6282,3.46428,-0.14,63.99,13.0,2005
7.2,28.6282,3.46428,-0.14,65.38,13.0,2005
7.2,28.6282,3.46428,-0.14,66.45,13.0,2005
7.2,28.6282,3.46428,-0.14,66.45,13.0,2005
7.2,28.6282,3.46428,-0.14,66.45,13.0,2005
7.2,28.6282,3.46428,-0.14,65.58,13.0,2005
7.2,28.6282,3.46428,-0.14,65.41,13.0,2005
7.2,28.6282,3.46428,-0.14,62.56,13.0,2005
7.2,28.6282,3.46428,-0.14,62.4,13.0,2005
7.2,28.6282,3.46428,-0.14,64.36,13.0,2005
7.2,28.6282,3.46428,-0.14,64.36,13.0,2005
7.2,28.6282,3.46428,-0.14,64.36,13.0,2005
7.2,28.6282,3.46428,-0.14,64.5,13.0,2005
7.2,28.6282,3.46428,-0.14,64.65,13.0,2005
7.2,28.6282,3.46428,-0.14,66.01,13.0,2005
7.2,28.6282,3.46428,-0.14,66.27,13.0,2005
7.2,28.6282,3.46428,-0.14,64.87,13.0,2005
7.2,28.6282,3.46428,-0.14,64.87,13.0,2005
7.2,28.6282,3.46428,-0.14,64.87,13.0,2005
7.2,28.6282,3.46428,-0.14,66.03,13.0,2005
7.2,28.6282,3.46428,-0.14,67.57,13.0,2005
7.2,28.6282,3.46428,-0.14,67.02,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,67.72,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,66.06,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,66.06,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,66.06,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,64.85,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,64.67,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,62.89,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,63.08,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,62.84,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,62.84,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,62.84,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,61.8,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,61.61,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,63.37,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,63.16,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,61.81,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,61.81,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,61.81,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,65.61,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,64.2,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,64.73,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,64.6,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,62.44,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,62.44,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,62.44,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,63.93,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,62.97,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,63.93,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,63.84,13.0,2005
7.2,28.5566,3.5260800000000003,0.25,63.48,13.0,2005
7.2,28.5348,3.5223,0.55,63.48,13.0,2005
7.2,28.5348,3.5223,0.55,63.48,13.0,2005
7.2,28.5348,3.5223,0.55,62.8,13.0,2005
7.2,28.5348,3.5223,0.55,61.22,13.0,2005
7.2,28.5348,3.5223,0.55,60.12,13.0,2005
7.2,28.5348,3.5223,0.55,58.37,13.0,2005
7.2,28.5348,3.5223,0.55,59.21,13.0,2005
7.2,28.5348,3.5223,0.55,59.21,13.0,2005
7.2,28.5348,3.5223,0.55,59.21,13.0,2005
7.2,28.5348,3.5223,0.55,58.78,13.0,2005
7.2,28.5348,3.5223,0.55,60.08,13.0,2005
7.2,28.5348,3.5223,0.55,60.57,13.0,2005
7.2,28.5348,3.5223,0.55,60.14,13.0,2005
7.2,28.5348,3.5223,0.55,59.35,13.0,2005
7.2,28.5348,3.5223,0.55,59.35,13.0,2005
7.2,28.5348,3.5223,0.55,59.35,13.0,2005
7.2,28.5348,3.5223,0.55,60.57,13.0,2005
7.2,28.5348,3.5223,0.55,59.28,13.0,2005
7.2,28.5348,3.5223,0.55,58.6,13.0,2005
7.2,28.5348,3.5223,0.55,57.91,13.0,2005
7.2,28.5348,3.5223,0.55,58.48,13.0,2005
7.2,28.5348,3.5223,0.55,58.48,13.0,2005
7.2,28.5348,3.5223,0.55,58.48,13.0,2005
7.2,28.5348,3.5223,0.55,58.24,13.0,2005
7.2,28.5348,3.5223,0.55,60.24,13.0,2005
7.2,28.5348,3.5223,0.55,58.87,13.0,2005
7.2,28.5348,3.5223,0.55,59.14,13.0,2005
7.2,28.5348,3.5223,0.55,59.42,13.0,2005
7.2,28.5348,3.5223,0.55,59.42,13.0,2005
7.2,28.5348,3.5223,0.55,59.42,13.0,2005
7.2,28.5348,3.5223,0.55,58.1,13.0,2005
7.2,28.503,3.5159100000000003,0.74,58.37,13.0,2005
7.2,28.503,3.5159100000000003,0.74,58.38,13.0,2005
7.2,28.503,3.5159100000000003,0.74,60.52,13.0,2005
7.2,28.503,3.5159100000000003,0.74,59.25,13.0,2005
7.2,28.503,3.5159100000000003,0.74,59.25,13.0,2005
7.2,28.503,3.5159100000000003,0.74,59.25,13.0,2005
7.2,28.503,3.5159100000000003,0.74,58.04,13.0,2005
7.2,28.503,3.5159100000000003,0.74,57.81,13.0,2005
7.2,28.503,3.5159100000000003,0.74,56.88,13.0,2005
7.2,28.503,3.5159100000000003,0.74,55.68,13.0,2005
7.2,28.503,3.5159100000000003,0.74,54.99,13.0,2005
7.2,28.503,3.5159100000000003,0.74,54.99,13.0,2005
7.2,28.503,3.5159100000000003,0.74,54.99,13.0,2005
7.2,28.503,3.5159100000000003,0.74,54.73,13.0,2005
7.2,28.503,3.5159100000000003,0.74,54.05,13.0,2005
7.2,28.503,3.5159100000000003,0.74,56.0,13.0,2005
7.2,28.503,3.5159100000000003,0.74,54.85,13.0,2005
7.2,28.503,3.5159100000000003,0.74,54.88,13.0,2005
7.2,28.503,3.5159100000000003,0.74,54.88,13.0,2005
7.2,28.503,3.5159100000000003,0.74,54.88,13.0,2005
7.2,28.503,3.5159100000000003,0.74,55.34,13.0,2005
7.2,28.503,3.5159100000000003,0.74,56.41,13.0,2005
7.2,28.503,3.5159100000000003,0.74,56.21,13.0,2005
7.2,28.503,3.5159100000000003,0.74,55.3,13.0,2005
7.2,28.503,3.5159100000000003,0.74,55.01,13.0,2005
7.2,28.503,3.5159100000000003,0.74,55.01,13.0,2005
7.2,28.503,3.5159100000000003,0.74,55.01,13.0,2005
7.2,28.503,3.5159100000000003,0.74,54.88,13.0,2005
7.2,28.503,3.5159100000000003,0.74,54.32,13.0,2005
7.2,28.503,3.5159100000000003,0.74,55.05,13.0,2005
7.2,28.7792,3.55602,0.82,56.15,13.0,2005
7.2,28.7792,3.55602,0.82,57.05,13.0,2005
7.2,28.7792,3.55602,0.82,57.05,13.0,2005
7.2,28.7792,3.55602,0.82,57.05,13.0,2005
7.2,28.7792,3.55602,0.82,57.73,13.0,2005
7.2,28.7792,3.55602,0.82,57.61,13.0,2005
7.2,28.7792,3.55602,0.82,56.98,13.0,2005
7.2,28.7792,3.55602,0.82,58.67,13.0,2005
7.2,28.7792,3.55602,0.82,57.31,13.0,2005
7.2,28.7792,3.55602,0.82,57.31,13.0,2005
7.2,28.7792,3.55602,0.82,57.31,13.0,2005
7.2,28.7792,3.55602,0.82,59.44,13.0,2005
7.2,28.7792,3.55602,0.82,59.52,13.0,2005
7.2,28.7792,3.55602,0.82,59.6,13.0,2005
7.2,28.7792,3.55602,0.82,59.85,13.0,2005
7.2,28.7792,3.55602,0.82,57.13,13.0,2005
7.2,28.7792,3.55602,0.82,57.13,13.0,2005
7.2,28.7792,3.55602,0.82,57.13,13.0,2005
7.2,28.7792,3.55602,0.82,56.11,13.0,2005
7.2,28.7792,3.55602,0.82,56.17,13.0,2005
7.2,28.7792,3.55602,0.82,56.72,13.0,2005
7.2,28.7792,3.55602,0.82,56.55,13.0,2005
7.2,28.7792,3.55602,0.82,56.69,13.0,2005
7.2,28.7792,3.55602,0.82,56.69,13.0,2005
7.2,28.7792,3.55602,0.82,56.69,13.0,2005
7.2,28.7792,3.55602,0.82,56.35,12.0,2005
7.2,28.7792,3.55602,0.82,56.29,12.0,2005
7.2,28.7792,3.55602,0.82,57.64,12.0,2005
7.2,28.7792,3.55602,0.82,58.07,12.0,2005
7.2,28.7792,3.55602,0.82,58.98,12.0,2005
7.2,28.7792,3.55602,0.82,58.98,12.0,2005
7.1,28.7792,3.55602,2.43,58.98,12.0,2006
7.1,28.7792,3.55602,2.43,58.33,12.0,2006
7.1,28.7792,3.55602,2.43,61.35,12.0,2006
7.1,28.7792,3.55602,2.43,61.68,12.0,2006
7.1,28.7792,3.55602,2.43,61.13,12.0,2006
7.1,28.7792,3.55602,2.43,62.72,12.0,2006
7.1,28.7792,3.55602,2.43,62.72,12.0,2006
7.1,28.7792,3.55602,2.43,62.72,12.0,2006
7.1,28.7792,3.55602,2.43,62.01,12.0,2006
7.1,28.7792,3.55602,2.43,61.92,12.0,2006
7.1,28.7792,3.55602,2.43,62.17,12.0,2006
7.1,28.7792,3.55602,2.43,62.62,12.0,2006
7.1,28.7792,3.55602,2.43,62.26,12.0,2006
7.1,28.7792,3.55602,2.43,62.26,12.0,2006
7.1,28.7792,3.55602,2.43,62.26,12.0,2006
7.1,28.7792,3.55602,2.43,62.93,12.0,2006
7.1,28.7792,3.55602,2.43,64.9,12.0,2006
7.1,28.7792,3.55602,2.43,64.19,12.0,2006
7.1,28.7792,3.55602,2.43,65.23,12.0,2006
7.1,28.7792,3.55602,2.43,66.43,12.0,2006
7.1,28.7792,3.55602,2.43,66.43,12.0,2006
7.1,28.7792,3.55602,2.43,66.43,12.0,2006
7.1,28.7792,3.55602,2.43,66.16,12.0,2006
7.1,28.7792,3.55602,2.43,65.34,12.0,2006
7.1,28.7792,3.55602,2.43,64.23,12.0,2006
7.1,28.7792,3.55602,2.43,64.92,12.0,2006
7.1,28.7792,3.55602,2.43,66.24,12.0,2006
7.1,28.7792,3.55602,2.43,66.24,12.0,2006
7.1,28.7792,3.55602,2.43,66.24,12.0,2006
7.1,28.7792,3.55602,2.43,66.59,12.0,2006
7.1,28.7792,3.55602,2.43,65.99,12.0,2006
7.1,28.1305,3.48823,1.66,65.03,12.0,2006
7.1,28.1305,3.48823,1.66,62.88,12.0,2006
7.1,28.1305,3.48823,1.66,63.39,12.0,2006
7.1,28.1305,3.48823,1.66,63.39,12.0,2006
7.1,28.1305,3.48823,1.66,63.39,12.0,2006
7.1,28.1305,3.48823,1.66,63.33,12.0,2006
7.1,28.1305,3.48823,1.66,61.56,12.0,2006
7.1,28.1305,3.48823,1.66,61.06,12.0,2006
7.1,28.1305,3.48823,1.66,60.75,12.0,2006
7.1,28.1305,3.48823,1.66,59.64,12.0,2006
7.1,28.1305,3.48823,1.66,59.64,12.0,2006
7.1,28.1305,3.48823,1.66,59.64,12.0,2006
7.1,28.1305,3.48823,1.66,59.38,12.0,2006
7.1,28.1305,3.48823,1.66,59.52,12.0,2006
7.1,28.1305,3.48823,1.66,58.15,12.0,2006
7.1,28.1305,3.48823,1.66,58.79,12.0,2006
7.1,28.1305,3.48823,1.66,59.89,12.0,2006
7.1,28.1305,3.48823,1.66,59.89,12.0,2006
7.1,28.1305,3.48823,1.66,59.89,12.0,2006
7.1,28.1305,3.48823,1.66,61.54,12.0,2006
7.1,28.1305,3.48823,1.66,61.6,12.0,2006
7.1,28.1305,3.48823,1.66,60.44,12.0,2006
7.1,28.1305,3.48823,1.66,60.54,12.0,2006
7.1,28.1305,3.48823,1.66,62.6,12.0,2006
7.1,28.1305,3.48823,1.66,62.6,12.0,2006
7.1,28.1305,3.48823,1.66,62.6,12.0,2006
7.1,28.1305,3.48823,1.66,60.99,12.0,2006
7.1,28.1305,3.48823,1.66,61.76,12.0,2006
7.1,28.1211,3.49749,0.82,62.45,12.0,2006
7.1,28.1211,3.49749,0.82,64.07,12.0,2006
7.1,28.1211,3.49749,0.82,64.18,12.0,2006
7.1,28.1211,3.49749,0.82,64.18,12.0,2006
7.1,28.1211,3.49749,0.82,64.18,12.0,2006
7.1,28.1211,3.49749,0.82,62.34,12.0,2006
7.1,28.1211,3.49749,0.82,61.17,12.0,2006
7.1,28.1211,3.49749,0.82,60.03,12.0,2006
7.1,28.1211,3.49749,0.82,61.06,12.0,2006
7.1,28.1211,3.49749,0.82,60.83,12.0,2006
7.1,28.1211,3.49749,0.82,60.83,12.0,2006
7.1,28.1211,3.49749,0.82,60.83,12.0,2006
7.1,28.1211,3.49749,0.82,62.2,12.0,2006
7.1,28.1211,3.49749,0.82,63.97,12.0,2006
7.1,28.1211,3.49749,0.82,62.94,12.0,2006
7.1,28.1211,3.49749,0.82,62.91,12.0,2006
7.1,28.1211,3.49749,0.82,63.26,12.0,2006
7.1,28.1211,3.49749,0.82,63.26,12.0,2006
7.1,28.1211,3.49749,0.82,63.26,12.0,2006
7.1,28.1211,3.49749,0.82,61.34,12.0,2006
7.1,28.1211,3.49749,0.82,62.13,12.0,2006
7.1,28.1211,3.49749,0.82,61.5,12.0,2006
7.1,28.1211,3.49749,0.82,63.27,12.0,2006
7.1,28.1211,3.49749,0.82,63.51,12.0,2006
7.1,28.1211,3.49749,0.82,63.51,12.0,2006
7.1,28.1211,3.49749,0.82,63.51,12.0,2006
7.1,28.1211,3.49749,0.82,63.61,12.0,2006
7.1,28.1211,3.49749,0.82,64.97,12.0,2006
7.1,28.1211,3.49749,0.82,65.55,12.0,2006
7.1,28.1211,3.49749,0.82,66.46,12.0,2006
7.1,28.1211,3.49749,0.82,65.91,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,65.91,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,65.91,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,66.84,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,66.39,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,67.1,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,67.84,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,67.29,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,67.29,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,67.29,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,68.75,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,69.37,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,69.42,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,70.57,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,69.64,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,69.64,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,69.64,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,71.46,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,72.51,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,73.73,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,73.18,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,74.57,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,74.57,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,74.57,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,73.0,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,73.21,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,72.09,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,70.91,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,72.02,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,72.02,12.0,2006
7.1,27.6996,3.4595100000000003,0.35,72.02,12.0,2006
7.1,27.6996,3.4595100000000003,0.48,73.89,12.0,2006
7.1,27.6996,3.4595100000000003,0.48,74.64,12.0,2006
7.1,27.6996,3.4595100000000003,0.48,72.65,12.0,2006
7.1,27.6996,3.4595100000000003,0.48,70.29,12.0,2006
7.1,27.6996,3.4595100000000003,0.48,70.95,12.0,2006
7.1,27.6996,3.4595100000000003,0.48,70.95,12.0,2006
7.1,27.6996,3.4595100000000003,0.48,70.95,12.0,2006
7.1,27.6996,3.4595100000000003,0.48,70.21,12.0,2006
7.1,27.6996,3.4595100000000003,0.48,71.08,12.0,2006
7.1,27.6996,3.4595100000000003,0.48,72.44,12.0,2006
7.1,27.0359,3.3767400000000003,0.48,73.43,12.0,2006
7.1,27.0755,3.38253,0.48,72.32,12.0,2006
7.1,26.9431,3.36536,0.48,72.32,12.0,2006
7.1,26.9431,3.36536,0.48,72.32,12.0,2006
7.1,26.9431,3.36536,0.48,69.67,12.0,2006
7.1,26.9187,3.3616,0.48,70.34,12.0,2006
7.1,27.0209,3.37024,0.48,69.04,12.0,2006
7.1,26.9569,3.36793,0.48,69.67,12.0,2006
7.1,27.0663,3.3792700000000004,0.48,68.68,12.0,2006
7.1,26.9987,3.36873,0.48,68.68,12.0,2006
7.1,26.9987,3.36873,0.48,68.68,12.0,2006
7.1,26.9987,3.36873,0.48,69.35,12.0,2006
7.1,27.0965,3.37756,0.48,71.0,12.0,2006
7.1,26.9876,3.36428,0.48,69.22,12.0,2006
7.1,27.0168,3.36763,0.48,70.71,12.0,2006
7.1,27.0381,3.36818,0.48,70.59,12.0,2006
7.1,27.0349,3.36821,0.48,70.59,12.0,2006
7.1,27.0349,3.36821,0.48,70.59,12.0,2006
7.1,27.0349,3.36821,0.48,70.36,12.0,2006
7.1,27.0652,3.3727400000000003,0.48,71.05,12.0,2006
7.1,26.984,3.36098,0.48,70.41,12.0,2006
7.1,26.9355,3.35545,0.28,69.39,12.0,2006
7.1,27.0474,3.36934,0.28,71.03,12.0,2006
7.1,26.8868,3.3518,0.28,71.03,12.0,2006
7.1,26.8868,3.3518,0.28,71.03,12.0,2006
7.1,26.8868,3.3518,0.28,71.37,12.0,2006
7.1,26.7089,3.33403,0.28,70.81,12.0,2006
7.1,26.7331,3.3345100000000003,0.28,69.19,12.0,2006
7.1,26.8582,3.34661,0.28,69.05,12.0,2006
7.1,26.8801,3.34934,0.28,70.48,12.0,2006
7.1,27.0079,3.36946,0.28,70.48,12.0,2006
7.1,27.0079,3.36946,0.28,70.48,12.0,2006
7.1,27.0079,3.36946,0.28,68.93,12.0,2006
7.1,27.0079,3.36946,0.28,66.92,12.0,2006
7.1,27.0836,3.38291,0.28,66.98,12.0,2006
7.1,27.0895,3.38441,0.28,67.43,12.0,2006
7.1,27.0369,3.37919,0.28,68.8,12.0,2006
7.1,26.9869,3.37307,0.28,68.8,12.0,2006
7.1,26.9869,3.37307,0.28,68.8,12.0,2006
7.1,26.9869,3.37307,0.28,68.11,12.0,2006
7.1,27.0379,3.3777500000000003,0.28,68.08,12.0,2006
7.1,27.045,3.3783000000000003,0.28,69.17,12.0,2006
7.1,27.0163,3.3764899999999995,0.28,69.95,12.0,2006
7.1,26.9738,3.37299,0.28,69.93,12.0,2006
7.1,27.0491,3.38071,0.28,69.93,12.0,2006
7.1,27.0491,3.38071,0.28,69.93,12.0,2006
7.1,27.0491,3.38071,0.28,70.73,11.5,2006
7.1,27.1021,3.38573,0.28,70.98,11.5,2006
7.1,27.0334,3.37956,0.28,71.41,11.5,2006
7.1,27.0611,3.38314,0.28,72.88,11.5,2006
7.1,27.0789,3.38461,0.28,73.51,11.5,2006
7.1,26.9423,3.3698900000000003,0.67,73.51,11.5,2006
7.1,26.9423,3.3698900000000003,0.67,73.51,11.5,2006
7.1,26.9423,3.3698900000000003,0.67,73.39,11.5,2006
7.1,26.8735,3.3612900000000003,0.67,72.51,11.5,2006
7.1,26.8397,3.3553400000000004,0.67,73.98,11.5,2006
7.1,26.8559,3.35787,0.67,74.08,11.5,2006
7.1,26.9111,3.36528,0.67,73.51,11.5,2006
7.1,26.8781,3.3627,0.67,73.51,11.5,2006
7.1,26.8781,3.3627,0.67,73.51,11.5,2006
7.1,26.8781,3.3627,0.67,72.89,11.5,2006
7.1,26.8558,3.36055,0.67,73.67,11.5,2006
7.1,26.9125,3.36756,0.67,74.39,11.5,2006
7.1,26.867,3.36153,0.67,76.69,11.5,2006
7.1,26.9189,3.36714,0.67,77.27,11.5,2006
7.1,26.9631,3.3716500000000003,0.67,77.27,11.5,2006
7.1,26.9631,3.3716500000000003,0.67,77.27,11.5,2006
7.1,26.9631,3.3716500000000003,0.67,75.92,11.5,2006
7.1,26.9277,3.36689,0.67,74.36,11.5,2006
7.1,27.0194,3.37489,0.67,73.9,11.5,2006
7.1,27.0554,3.38023,0.67,73.72,11.5,2006
7.1,26.9674,3.3726100000000003,0.67,73.75,11.5,2006
7.1,26.9122,3.3676000000000004,0.67,73.75,11.5,2006
7.1,26.9122,3.3676000000000004,0.67,73.75,11.5,2006
7.1,26.9122,3.3676000000000004,0.67,74.61,11.5,2006
7.1,26.9223,3.37148,0.67,73.28,11.5,2006
7.1,26.9073,3.36762,0.67,74.0,11.5,2006
7.1,26.9878,3.37761,0.67,75.01,11.5,2006
7.1,26.8431,3.36498,0.67,73.39,11.5,2006
7.1,26.8718,3.3693800000000005,0.67,73.39,11.5,2006
7.1,26.8718,3.3693800000000005,0.67,73.39,11.5,2006
7.1,26.8718,3.3693800000000005,0.67,75.15,11.5,2006
7.1,26.8197,3.3657200000000005,0.19,75.89,11.5,2006
7.1,26.8416,3.3639,0.19,76.89,11.5,2006
7.1,26.7605,3.35374,0.19,76.56,11.5,2006
7.1,26.804,3.36016,0.19,76.17,11.5,2006
