data,dollar,yuan
2021-11-09,713975.0,11.1595
2021-11-04,714876.0,11.1745
2021-11-03,714783.0,11.1704
2021-11-02,710863.0,11.101
2021-10-30,705200.0,11.0188
2021-10-29,705207.0,11.0194
2021-10-28,698104.0,10.9188
2021-10-27,695526.0,10.8993
2021-10-26,701345.0,10.9908
2021-10-23,708623.0,11.089
2021-10-22,709904.0,11.0947
2021-10-21,710555.0,11.1139
2021-10-20,709674.0,11.0871
2021-10-19,711714.0,11.0619
2021-10-16,712371.0,11.0802
2021-10-15,717846.0,11.1569
2021-10-14,718577.0,11.149
2021-10-13,718801.0,11.1325
2021-10-12,716373.0,11.1281
2021-10-09,719882.0,11.1625
2021-10-08,722854.0,11.2128
2021-10-07,725682.0,11.2566
2021-10-06,725686.0,11.2567
2021-10-05,729239.0,11.3118
2021-10-02,729215.0,11.3114
2021-10-01,726642.0,11.2442
2021-09-30,727608.0,11.2494
2021-09-29,725083.0,11.2263
2021-09-28,726613.0,11.2449
2021-09-25,730081.0,11.294
2021-09-24,727245.0,11.2584
2021-09-23,728806.0,11.267
2021-09-22,732067.0,11.3213
2021-09-21,733315.0,11.3406
2021-09-18,725602.0,11.2456
2021-09-17,724329.0,11.2391
2021-09-16,728520.0,11.3198
2021-09-15,727171.0,11.2857
2021-09-14,730841.0,11.323
2021-09-11,727600.0,11.2957
2021-09-10,731290.0,11.3248
2021-09-09,734421.0,11.3651
2021-09-08,731909.0,11.3285
2021-09-07,729538.0,11.304
2021-09-04,728545.0,11.2837
2021-09-03,728491.0,11.2747
2021-09-02,731912.0,11.3211
2021-09-01,732781.0,11.3367
2021-08-31,735744.0,11.378
2021-08-28,739866.0,11.4177
2021-08-27,739908.0,11.4116
2021-08-26,737428.0,11.3899
2021-08-25,739465.0,11.4157
2021-08-24,740666.0,11.4119
2021-08-21,743640.0,11.4403
2021-08-20,741503.0,11.4195
2021-08-19,734633.0,11.3366
2021-08-18,734753.0,11.3388
2021-08-17,733920.0,11.3343
2021-08-14,734721.0,11.3329
2021-08-13,735671.0,11.358
2021-08-12,739695.0,11.4026
2021-08-11,735962.0,11.3555
2021-08-10,735078.0,11.3473
2021-08-07,731304.0,11.3061
2021-08-06,731680.0,11.324
2021-08-05,727857.0,11.2631
2021-08-04,728724.0,11.2717
2021-08-03,730156.0,11.301
2021-07-31,731388.0,11.329
2021-07-30,731904.0,11.3249
2021-07-29,736088.0,11.3189
2021-07-28,738471.0,11.3527
2021-07-27,740980.0,11.4292
2021-07-24,737663.0,11.39
2021-07-23,736945.0,11.3967
2021-07-22,744947.0,11.5057
2021-07-21,744910.0,11.4959
2021-07-20,743463.0,11.4674
2021-07-17,741656.0,11.4673
2021-07-16,742197.0,11.4859
2021-07-15,741236.0,11.4519
2021-07-14,740589.0,11.4552
2021-07-13,746336.0,11.5307
2021-07-10,744675.0,11.483
2021-07-09,751952.0,11.6019
2021-07-08,740580.0,11.4575
2021-07-07,732660.0,11.3362
2021-07-06,733540.0,11.3535
2021-07-03,736175.0,11.3567
2021-07-02,729086.0,11.2787
2021-07-01,727234.0,11.2545
2021-06-30,723723.0,11.207
2021-06-29,721777.0,11.1786
2021-06-26,721694.0,11.1806
2021-06-25,723260.0,11.1733
2021-06-24,726671.0,11.2134
2021-06-23,731661.0,11.3024
2021-06-22,731987.0,11.313
2021-06-19,722216.0,11.2126
2021-06-18,725048.0,11.279
2021-06-17,720323.0,11.2589
2021-06-16,718318.0,11.2192
2021-06-12,716797.0,11.2159
2021-06-11,721974.0,11.2976
2021-06-10,720829.0,11.2779
2021-06-09,728256.0,11.3831
2021-06-08,729294.0,11.4018
2021-06-05,732721.0,11.4318
2021-06-04,732636.0,11.4589
2021-06-03,734979.0,11.5074
2021-06-02,732411.0,11.4865
2021-06-01,732965.0,11.5219
2021-05-29,735870.0,11.5594
2021-05-28,734580.0,11.5208
2021-05-27,734737.0,11.4882
2021-05-26,733963.0,11.453
2021-05-25,735266.0,11.4353
2021-05-22,735803.0,11.4358
2021-05-21,736007.0,11.4356
2021-05-20,736778.0,11.4449
2021-05-19,736992.0,11.4714
2021-05-18,738537.0,11.4639
2021-05-15,739968.0,11.4989
2021-05-14,743566.0,11.5198
2021-05-13,740400.0,11.4933
2021-05-12,741567.0,11.5381
2021-05-08,741373.0,11.478
2021-05-07,745770.0,11.5196
2021-05-06,748617.0,11.5643
2021-05-05,752567.0,11.6253
2021-05-01,748451.0,11.5657
2021-04-30,743823.0,11.5036
2021-04-29,749390.0,11.5559
2021-04-28,749578.0,11.5569
2021-04-27,747680.0,11.524
2021-04-24,750893.0,11.5627
2021-04-23,764217.0,11.7764
2021-04-22,768198.0,11.8264
2021-04-21,760155.0,11.7023
2021-04-20,762491.0,11.7106
2021-04-17,755535.0,11.5833
2021-04-16,769808.0,11.7834
2021-04-15,756826.0,11.5832
2021-04-14,772535.0,11.7969
2021-04-13,775104.0,11.8308
2021-04-10,771657.0,11.7647
2021-04-09,771011.0,11.7728
2021-04-08,777730.0,11.8814
2021-04-07,763802.0,11.6606
2021-04-06,766052.0,11.665
2021-04-03,760734.0,11.595
2021-04-02,758073.0,11.5328
2021-04-01,756373.0,11.5385
2021-03-31,757023.0,11.5268
2021-03-30,758287.0,11.5536
2021-03-27,757576.0,11.583
2021-03-26,761741.0,11.6578
2021-03-25,761535.0,11.6737
2021-03-24,753585.0,11.5756
2021-03-23,746085.0,11.4599
2021-03-20,741390.0,11.3988
2021-03-19,736582.0,11.3282
2021-03-18,731019.0,11.2413
2021-03-17,729619.0,11.2253
2021-03-16,732317.0,11.2612
2021-03-13,735081.0,11.3015
2021-03-12,734996.0,11.32
2021-03-11,740393.0,11.3691
2021-03-10,742640.0,11.3935
2021-03-06,744275.0,11.4909
2021-03-05,737864.0,11.4074
2021-03-04,735187.0,11.3771
2021-03-03,745755.0,11.5271
2021-03-02,740448.0,11.4599
2021-02-27,744373.0,11.5232
2021-02-26,734747.0,11.3911
2021-02-25,737532.0,11.4304
2021-02-21,739833.0,11.4566
2021-02-20,739717.0,11.4523
2021-02-19,737755.0,11.4004
2021-02-18,737669.0,11.4222
2021-02-17,732895.0,11.3483
2021-02-16,733092.0,11.3513
2021-02-13,739378.0,11.4487
2021-02-12,737579.0,11.4208
2021-02-11,738526.0,11.4712
2021-02-10,741192.0,11.4935
2021-02-09,742602.0,11.4981
2021-02-06,751107.0,11.5919
2021-02-05,757293.0,11.7165
2021-02-04,760801.0,11.7813
2021-02-03,759051.0,11.7498
2021-02-02,755053.0,11.6787
2021-01-30,762527.0,11.8024
2021-01-29,761854.0,11.7637
2021-01-28,750400.0,11.6044
2021-01-27,756354.0,11.6797
2021-01-26,748569.0,11.5575
2021-01-23,743615.0,11.4789
2021-01-22,733694.0,11.3496
2021-01-21,733550.0,11.3416
2021-01-20,737243.0,11.3628
2021-01-19,739735.0,11.3907
2021-01-16,735453.0,11.3569
2021-01-15,737961.0,11.4089
2021-01-14,735264.0,11.3728
2021-01-13,742663.0,11.483
2021-01-12,745157.0,11.5082
2021-01-01,738757.0,11.2956
2020-12-31,738757.0,11.3119
2020-12-30,736567.0,11.2787
2020-12-29,737175.0,11.2742
2020-12-26,736921.0,11.2973
2020-12-25,748392.0,11.4582
2020-12-24,754571.0,11.541
2020-12-23,753498.0,11.5075
2020-12-22,746721.0,11.4015
2020-12-19,733155.0,11.2069
2020-12-18,729781.0,11.1693
2020-12-17,734201.0,11.231
2020-12-16,734453.0,11.2219
2020-12-15,729272.0,11.1557
2020-12-12,731195.0,11.1778
2020-12-11,737124.0,11.2578
2020-12-10,733057.0,11.2126
2020-12-09,736618.0,11.2752
2020-12-08,742506.0,11.3566
2020-12-05,742529.0,11.3698
2020-12-04,751996.0,11.4651
2020-12-03,756151.0,11.513
2020-12-02,763203.0,11.6138
2020-12-01,761999.0,11.5754
2020-11-28,758599.0,11.5245
2020-11-27,754518.0,11.4803
2020-11-26,754727.0,11.4714
2020-11-25,758146.0,11.5257
2020-11-24,757600.0,11.5326
2020-11-21,760120.0,11.566
2020-11-20,762627.0,11.5807
2020-11-19,759268.0,11.6037
2020-11-18,762530.0,11.6269
2020-11-17,769197.0,11.6937
2020-11-14,773262.0,11.6893
2020-11-13,771148.0,11.6307
2020-11-12,762075.0,11.5124
2020-11-11,763978.0,11.5689
2020-11-10,769515.0,11.711
2020-11-07,771875.0,11.6589
2020-11-06,784559.0,11.8146
2020-11-04,800006.0,11.9623
2020-11-03,805749.0,12.0259
2020-10-31,793323.0,11.8403
2020-10-30,788699.0,11.7523
2020-10-29,775520.0,11.5515
2020-10-28,764556.0,11.3841
2020-10-27,764443.0,11.411
2020-10-24,764667.0,11.4662
2020-10-23,770809.0,11.5577
2020-10-22,770322.0,11.57
2020-10-21,777780.0,11.6424
2020-10-20,779241.0,11.6409
2020-10-17,779644.0,11.6398
2020-10-16,779461.0,11.5803
2020-10-15,772759.0,11.4675
2020-10-14,772855.0,11.4672
2020-10-13,770239.0,11.4304
2020-10-10,770284.0,11.4728
2020-10-09,779157.0,11.4737
2020-10-08,780921.0,11.4997
2020-10-07,785119.0,11.5615
2020-10-06,781281.0,11.505
2020-10-03,780915.0,11.4996
2020-10-02,772774.0,11.3797
2020-10-01,787847.0,11.5671
2020-09-30,796845.0,11.6798
2020-09-29,786713.0,11.5345
2020-09-26,768195.0,11.265
2020-09-25,771780.0,11.3091
2020-09-24,763545.0,11.2423
2020-09-23,762711.0,11.2348
2020-09-22,760381.0,11.2268
2020-09-19,750319.0,11.1007
2020-09-18,751941.0,11.113
2020-09-17,749278.0,11.0812
2020-09-16,751884.0,11.0928
2020-09-15,747148.0,10.9498
2020-09-12,748896.0,10.9544
2020-09-11,755274.0,11.0427
2020-09-10,760713.0,11.1118
2020-09-09,759645.0,11.1183
2020-09-08,755910.0,11.0664
2020-09-05,751823.0,10.9922
2020-09-04,754680.0,11.0401
2020-09-03,738588.0,10.8205
2020-09-02,735849.0,10.7842
2020-09-01,738039.0,10.7682
2020-08-29,746382.0,10.8713
2020-08-28,752354.0,10.9355
2020-08-27,755379.0,10.9601
2020-08-26,745126.0,10.7808
2020-08-25,744184.0,10.7661
2020-08-22,740999.0,10.7174
2020-08-21,737711.0,10.657
2020-08-20,732392.0,10.5982
2020-08-19,734321.0,10.6024
2020-08-18,729676.0,10.511
2020-08-15,732157.0,10.534
2020-08-14,736067.0,10.5994
2020-08-13,732351.0,10.5439
2020-08-12,731522.0,10.5234
2020-08-11,737750.0,10.5848
2020-08-08,736376.0,10.5798
2020-08-07,730397.0,10.5176
2020-08-06,732806.0,10.5396
2020-08-05,733806.0,10.5091
2020-08-04,741586.0,10.6278
2020-08-01,734261.0,10.5204
2020-07-31,733633.0,10.4724
2020-07-30,722348.0,10.3191
2020-07-29,719196.0,10.2631
2020-07-28,715850.0,10.2244
2020-07-25,715974.0,10.2033
2020-07-24,709630.0,10.1424
2020-07-23,707881.0,10.1055
2020-07-22,709668.0,10.1475
2020-07-21,719628.0,10.295
2020-07-18,717139.0,10.2443
2020-07-17,712310.0,10.1789
2020-07-16,707998.0,10.1292
2020-07-15,711275.0,10.1334
2020-07-14,707479.0,10.1016
2020-07-11,712298.0,10.1664
2020-07-10,708800.0,10.1451
2020-07-09,712379.0,10.1505
2020-07-08,721719.0,10.2742
2020-07-07,713409.0,10.1424
2020-07-04,704999.0,9.97522
2020-07-03,705198.0,9.98016
2020-07-02,704413.0,9.97568
2020-07-01,704413.0,9.95806
2020-06-30,699513.0,9.88278
2020-06-27,691284.0,9.76638
2020-06-26,694660.0,9.81408
2020-06-25,688376.0,9.73025
2020-06-24,688376.0,9.74292
2020-06-23,694835.0,9.8178
2020-06-20,695725.0,9.82898
2020-06-19,696180.0,9.83166
2020-06-18,694822.0,9.80639
2020-06-17,697524.0,9.84911
2020-06-16,703950.0,9.92248
2020-06-12,691219.0,9.77624
2020-06-11,686183.0,9.71023
2020-06-10,686745.0,9.68802
2020-06-09,683123.0,9.654900000000001
2020-06-06,686319.0,9.684470000000001
2020-06-05,690151.0,9.69068
2020-06-04,683413.0,9.610380000000001
2020-06-03,689831.0,9.701170000000001
2020-06-02,697114.0,9.77322
2020-05-30,707520.0,9.90079
2020-05-29,711012.0,9.93089
2020-05-28,710635.0,9.933119999999999
2020-05-27,711408.0,9.96942
2020-05-26,715962.0,10.028
2020-05-23,718804.0,10.0636
2020-05-22,709240.0,9.98916
2020-05-21,723381.0,10.1791
2020-05-20,723918.0,10.1857
2020-05-19,729798.0,10.2583
2020-05-16,732056.0,10.3108
2020-05-15,739298.0,10.4206
2020-05-14,735819.0,10.372
2020-05-13,734326.0,10.3576
2020-05-09,738725.0,10.4346
2020-05-08,741169.0,10.4508
2020-05-07,739719.0,10.4265
2020-05-01,727263.0,10.313
2020-04-30,736894.0,10.4153
2020-04-29,745706.0,10.525
2020-04-28,744960.0,10.5159
2020-04-25,747163.0,10.5493
2020-04-24,751290.0,10.6125
2020-04-23,770416.0,10.8759
2020-04-22,762562.0,10.758
2020-04-21,746657.0,10.553
2020-04-18,739441.0,10.4488
2020-04-17,747119.0,10.5615
2020-04-16,737145.0,10.438
2020-04-15,733150.0,10.3834
2020-04-14,735245.0,10.4312
2020-04-11,737515.0,10.4826
2020-04-10,746050.0,10.5694
2020-04-09,757499.0,10.7178
2020-04-08,754550.0,10.696
2020-04-07,764074.0,10.7725
2020-03-28,777325.0,10.9611
2020-03-27,787223.0,11.0961
2020-03-26,777928.0,10.956
2020-03-25,788493.0,11.1405
2020-03-24,808815.0,11.3634
2020-03-21,780443.0,11.0463
2020-03-20,801570.0,11.3037
2020-03-19,772131.0,10.9906
2020-03-18,738896.0,10.5398
2020-03-17,741262.0,10.5928
2020-03-14,731882.0,10.4653
2020-03-13,740274.0,10.5985
2020-03-12,714720.0,10.2829
2020-03-11,720208.0,10.3666
2020-03-07,675175.0,9.72861
2020-03-06,661854.0,9.53392
2020-03-05,660784.0,9.53017
2020-03-04,664437.0,9.51779
2020-03-03,663274.0,9.533629999999999
2020-02-29,669909.0,9.58341
2020-02-28,656097.0,9.35091
2020-02-27,655177.0,9.335930000000001
2020-02-26,649213.0,9.25319
2020-02-22,643008.0,9.13571
2020-02-21,637413.0,9.08488
2020-02-20,636873.0,9.10625
2020-02-19,637698.0,9.10373
2020-02-18,633085.0,9.069469999999999
2020-02-15,634536.0,9.090900000000001
2020-02-14,636016.0,9.11159
2020-02-13,630470.0,9.04185
2020-02-12,639490.0,9.165420000000001
2020-02-11,637708.0,9.129940000000001
2020-02-08,634720.0,9.085989999999999
2020-02-07,627977.0,9.00958
2020-02-06,631742.0,9.024890000000001
2020-02-05,634342.0,9.07447
2020-02-04,639091.0,9.09738
2020-02-01,631385.0,9.10209
2020-01-31,630359.0,9.0873
2020-01-30,623934.0,8.994679999999999
2020-01-29,628299.0,9.05761
2020-01-28,623380.0,8.98669
2020-01-25,618031.0,8.90958
2020-01-24,619515.0,8.93909
2020-01-23,618343.0,8.95838
2020-01-22,618552.0,8.95518
2020-01-21,614654.0,8.95866
2020-01-18,615333.0,8.97105
2020-01-17,615694.0,8.94215
2020-01-16,614328.0,8.92024
2020-01-15,614140.0,8.91971
2020-01-14,609474.0,8.84
2020-01-11,612632.0,8.839780000000001
2020-01-10,612340.0,8.83493
2020-01-01,619057.0,8.88696
2019-12-31,619057.0,8.85937
2019-12-28,620315.0,8.8624
2019-12-27,617676.0,8.825579999999999
2019-12-26,617164.0,8.83847
2019-12-25,621673.0,8.87116
2019-12-24,622499.0,8.87636
2019-12-21,624071.0,8.9003
2019-12-20,625283.0,8.922799999999999
2019-12-19,625831.0,8.9407
2019-12-18,625326.0,8.92978
2019-12-17,627686.0,8.96259
2019-12-14,625544.0,8.956050000000001
2019-12-13,632257.0,8.98973
2019-12-12,635653.0,9.03057
2019-12-11,635788.0,9.03339
2019-12-10,637244.0,9.05099
2019-12-07,637185.0,9.05839
2019-12-06,638135.0,9.06081
2019-12-05,641948.0,9.080020000000001
2019-12-04,641401.0,9.10215
2019-12-03,644097.0,9.14339
2019-11-30,640817.0,9.11948
2019-11-29,641005.0,9.11464
2019-11-28,639722.0,9.10468
2019-11-27,640239.0,9.09909
2019-11-26,637637.0,9.06739
2019-11-23,637101.0,9.05539
2019-11-22,638430.0,9.07183
2019-11-21,640213.0,9.0982
2019-11-20,637730.0,9.07969
2019-11-19,637542.0,9.09164
2019-11-16,638881.0,9.11099
2019-11-15,642101.0,9.14674
2019-11-14,642009.0,9.15038
2019-11-13,638530.0,9.117560000000001
2019-11-12,639121.0,9.12131
2019-11-09,637295.0,9.119589999999999
2019-11-08,637298.0,9.11898
2019-11-07,635880.0,9.08517
2019-11-06,632480.0,9.036719999999999
2019-11-02,640316.0,9.09811
2019-11-01,637748.0,9.0651
2019-10-31,638734.0,9.04863
2019-10-30,638320.0,9.03637
2019-10-29,638700.0,9.04482
2019-10-26,639966.0,9.05006
2019-10-25,638600.0,9.03253
2019-10-24,637997.0,9.01839
2019-10-23,636336.0,8.98526
2019-10-22,637606.0,9.02039
2019-10-19,639542.0,9.02938
2019-10-18,640144.0,9.03673
2019-10-17,643455.0,9.05879
2019-10-16,642548.0,9.07772
2019-10-15,643652.0,9.10824
2019-10-12,642237.0,9.04432
2019-10-11,647416.0,9.08654
2019-10-10,650976.0,9.125490000000001
2019-10-09,648672.0,9.09778
2019-10-08,648259.0,9.06859
2019-10-05,650300.0,9.09714
2019-10-04,651312.0,9.1113
2019-10-03,654399.0,9.15448
2019-10-02,650670.0,9.10232
2019-10-01,646407.0,9.05484
2019-09-28,644156.0,9.04726
2019-09-27,642888.0,9.01413
2019-09-26,641873.0,9.009879999999999
2019-09-25,637060.0,8.962959999999999
2019-09-24,639453.0,8.973139999999999
2019-09-21,638487.0,9.00546
2019-09-20,642199.0,9.0462
2019-09-19,644290.0,9.08961
2019-09-18,641213.0,9.039190000000001
2019-09-17,638272.0,9.03518
2019-09-14,644711.0,9.106860000000001
2019-09-13,651909.0,9.19658
2019-09-12,654321.0,9.193389999999999
2019-09-11,654393.0,9.21019
2019-09-10,655698.0,9.19697
2019-09-07,659981.0,9.263020000000001
2019-09-06,660528.0,9.24423
2019-09-05,665002.0,9.295269999999999
2019-09-04,669072.0,9.32063
2019-09-03,666235.0,9.28978
2019-08-31,664897.0,9.30446
2019-08-30,667471.0,9.3333
2019-08-29,664127.0,9.270340000000001
2019-08-28,662608.0,9.24488
2019-08-27,659735.0,9.22397
2019-08-24,656046.0,9.26318
2019-08-23,656196.0,9.26059
2019-08-22,662630.0,9.38118
2019-08-21,667840.0,9.455200000000001
2019-08-20,666082.0,9.45562
2019-08-17,659961.0,9.36806
2019-08-16,658907.0,9.37225
2019-08-15,652032.0,9.29231
2019-08-14,656017.0,9.28335
2019-08-13,654287.0,9.25769
2019-08-10,652543.0,9.25278
2019-08-09,651299.0,9.24523
2019-08-08,650932.0,9.2437
2019-08-07,652030.0,9.271930000000001
2019-08-06,650546.0,9.24662
2019-08-03,646423.0,9.313509999999999
2019-08-02,638340.0,9.24876
2019-08-01,634172.0,9.210519999999999
2019-07-31,633791.0,9.20632
2019-07-30,635210.0,9.21609
2019-07-27,631271.0,9.17545
2019-07-26,631572.0,9.18637
2019-07-25,631162.0,9.18081
2019-07-24,631290.0,9.176390000000001
2019-07-23,629776.0,9.15359
2019-07-20,628666.0,9.14277
2019-07-19,628286.0,9.139100000000001
2019-07-18,629451.0,9.14926
2019-07-17,628129.0,9.1339
2019-07-16,628280.0,9.13716
2019-07-13,630204.0,9.16194
2019-07-12,629944.0,9.17416
2019-07-11,637988.0,9.272
2019-07-10,637660.0,9.26145
2019-07-09,638699.0,9.28355
2019-07-06,635841.0,9.2447
2019-07-05,634013.0,9.22791
2019-07-04,634951.0,9.22358
2019-07-03,632265.0,9.18683
2019-07-02,630541.0,9.21211
2019-06-29,630756.0,9.18238
2019-06-28,630452.0,9.16768
2019-06-27,628083.0,9.121559999999999
2019-06-26,625229.0,9.086839999999999
2019-06-25,629095.0,9.14475
2019-06-22,631295.0,9.18301
2019-06-21,633877.0,9.25314
2019-06-20,639794.0,9.267
2019-06-19,643352.0,9.2884
2019-06-18,643187.0,9.28776
2019-06-15,644326.0,9.30596
2019-06-14,646314.0,9.33723
2019-06-12,645158.0,9.33118
2019-06-11,647919.0,9.345699999999999
2019-06-08,650395.0,9.41278
2019-06-07,652340.0,9.431650000000001
2019-06-06,651243.0,9.42587
2019-06-05,651614.0,9.425650000000001
2019-06-04,655547.0,9.48789
2019-06-01,653834.0,9.472150000000001
2019-05-31,650583.0,9.42273
2019-05-30,649084.0,9.39381
2019-05-29,645394.0,9.33527
2019-05-28,644636.0,9.347159999999999
2019-05-25,646106.0,9.35721
2019-05-24,644913.0,9.32171
2019-05-23,644156.0,9.33181
2019-05-22,645372.0,9.33036
2019-05-21,644888.0,9.32647
2019-05-18,646327.0,9.349169999999999
2019-05-17,645598.0,9.380419999999999
2019-05-16,648489.0,9.43614
2019-05-15,653001.0,9.48413
2019-05-14,654703.0,9.52642
2019-05-09,652287.0,9.63311
2019-05-08,652166.0,9.645999999999999
2019-05-07,653350.0,9.65594
2019-05-01,646314.0,9.592929999999999
2019-04-30,646917.0,9.60502
2019-04-27,647053.0,9.60261
2019-04-26,646794.0,9.59251
2019-04-25,639798.0,9.52406
2019-04-24,637906.0,9.49434
2019-04-23,637860.0,9.50229
2019-04-20,639602.0,9.541599999999999
2019-04-19,640688.0,9.556090000000001
2019-04-18,639450.0,9.5633
2019-04-17,642422.0,9.57738
2019-04-16,642469.0,9.58037
2019-04-13,645171.0,9.60734
2019-04-12,643991.0,9.588049999999999
2019-04-11,647373.0,9.63783
2019-04-10,647766.0,9.64957
2019-04-09,653498.0,9.72438
2019-04-06,654072.0,9.736979999999999
2019-04-05,653281.0,9.7239
2019-04-04,651639.0,9.7145
2019-04-03,654726.0,9.74092
2019-04-02,654176.0,9.74796
2019-03-30,647347.0,9.63214
2019-03-29,648012.0,9.63057
2019-03-28,645925.0,9.60998
2019-03-27,641683.0,9.55995
2019-03-26,644993.0,9.60998
2019-03-23,637705.0,9.50989
2019-03-22,637420.0,9.531369999999999
2019-03-21,642803.0,9.59422
2019-03-20,643167.0,9.57792
2019-03-19,646694.0,9.63504
2019-03-16,654201.0,9.74558
2019-03-15,654021.0,9.73666
2019-03-14,655890.0,9.775830000000001
2019-03-13,657674.0,9.798919999999999
2019-03-12,660763.0,9.824160000000001
2019-03-08,659646.0,9.83519
2019-03-07,658430.0,9.811060000000001
2019-03-06,658004.0,9.81451
2019-03-05,657956.0,9.8217
2019-03-02,658145.0,9.81134
2019-03-01,658895.0,9.8544
2019-02-28,657570.0,9.83959
2019-02-27,656182.0,9.79947
2019-02-26,652582.0,9.748470000000001
2019-02-23,655149.0,9.75127
2019-02-22,655401.0,9.76636
2019-02-21,658568.0,9.79516
2019-02-20,662022.0,9.78194
2019-02-19,662470.0,9.78899
2019-02-16,667044.0,9.83855
2019-02-15,665429.0,9.82879
2019-02-14,656783.0,9.71687
2019-02-13,657147.0,9.69343
2019-02-12,656517.0,9.683
2019-02-09,660628.0,9.79463
2019-02-08,660199.0,9.78827
2019-02-07,656686.0,9.736180000000001
2019-02-06,655691.0,9.72143
2019-02-05,655859.0,9.72392
2019-02-02,656601.0,9.74663
2019-02-01,653577.0,9.74819
2019-01-31,660987.0,9.846810000000001
2019-01-30,663412.0,9.855920000000001
2019-01-29,659300.0,9.78262
2019-01-26,659170.0,9.74642
2019-01-25,660016.0,9.71397
2019-01-24,663318.0,9.77135
2019-01-23,665499.0,9.77166
2019-01-22,663634.0,9.77355
2019-01-19,663309.0,9.79734
2019-01-18,664438.0,9.80937
2019-01-17,667617.0,9.88257
2019-01-16,670820.0,9.93292
2019-01-15,671920.0,9.94318
2019-01-12,669167.0,9.91491
2019-01-11,668605.0,9.86216
2019-01-10,670795.0,9.81498
2018-12-30,694706.0,10.0997
2018-12-29,695218.0,10.1277
2018-12-28,688762.0,10.0211
2018-12-27,688865.0,10.0092
2018-12-26,687448.0,9.98284
2018-12-25,684073.0,9.919419999999999
2018-12-22,680085.0,9.85331
2018-12-21,673710.0,9.76745
2018-12-20,671121.0,9.7326
2018-12-19,667454.0,9.67886
2018-12-18,666208.0,9.653789999999999
2018-12-15,664337.0,9.63198
2018-12-14,662550.0,9.64537
2018-12-13,664225.0,9.64182
2018-12-12,665022.0,9.6394
2018-12-11,662416.0,9.58079
2018-12-08,669227.0,9.727
2018-12-07,667377.0,9.69419
2018-12-06,668242.0,9.73319
2018-12-05,664467.0,9.70946
2018-12-04,662921.0,9.62373
2018-12-01,665335.0,9.581579999999999
2018-11-30,666342.0,9.593729999999999
2018-11-29,669436.0,9.62331
2018-11-28,667800.0,9.61057
2018-11-27,665072.0,9.58966
2018-11-24,656664.0,9.45956
2018-11-23,656067.0,9.45969
2018-11-22,659485.0,9.503350000000001
2018-11-21,655871.0,9.45195
2018-11-20,660081.0,9.50701
2018-11-17,659931.0,9.49869
2018-11-16,666159.0,9.60465
2018-11-15,679975.0,9.78241
2018-11-14,676812.0,9.73382
2018-11-13,675238.0,9.69195
2018-11-10,668497.0,9.62642
2018-11-09,662155.0,9.55629
2018-11-08,660918.0,9.54298
2018-11-07,659912.0,9.53961
2018-11-03,655799.0,9.51771
2018-11-02,656517.0,9.44534
2018-11-01,655962.0,9.406229999999999
2018-10-31,657742.0,9.448690000000001
2018-10-30,658129.0,9.46172
2018-10-27,656345.0,9.44612
2018-10-26,657476.0,9.46049
2018-10-25,656299.0,9.456489999999999
2018-10-24,653101.0,9.41461
2018-10-23,653065.0,9.41464
2018-10-20,658140.0,9.493680000000001
2018-10-19,657238.0,9.46892
2018-10-18,654026.0,9.44469
2018-10-17,655305.0,9.47137
2018-10-16,657508.0,9.49196
2018-10-13,659751.0,9.52957
2018-10-12,667727.0,9.639759999999999
2018-10-11,661832.0,9.56501
2018-10-10,664032.0,9.58836
2018-10-09,669685.0,9.686350000000001
2018-10-06,666270.0,9.69981
2018-10-05,662115.0,9.63932
2018-10-04,654244.0,9.52473
2018-10-03,652221.0,9.49528
2018-10-02,655745.0,9.54658
2018-09-29,655906.0,9.53227
2018-09-28,658355.0,9.57273
2018-09-27,657585.0,9.5664
2018-09-26,658244.0,9.571259999999999
2018-09-25,661594.0,9.648309999999999
2018-09-22,662497.0,9.68563
2018-09-21,664725.0,9.69962
2018-09-20,670098.0,9.7776
2018-09-19,677519.0,9.86932
2018-09-18,681958.0,9.927330000000001
2018-09-15,682826.0,9.9655
2018-09-14,686370.0,10.0225
2018-09-13,695728.0,10.1304
2018-09-12,699744.0,10.1946
2018-09-11,698685.0,10.1775
2018-09-08,690286.0,10.0944
2018-09-07,682505.0,9.99231
2018-09-06,684628.0,10.0087
2018-09-05,682737.0,9.99147
2018-09-04,677443.0,9.93493
2018-09-01,680447.0,9.96466
2018-08-31,680821.0,9.960370000000001
2018-08-30,681451.0,9.98887
2018-08-29,673911.0,9.89968
2018-08-28,673963.0,9.8865
2018-08-25,677911.0,9.855360000000001
2018-08-24,685259.0,9.96871
2018-08-23,676163.0,9.87676
2018-08-22,671783.0,9.814499999999999
2018-08-21,671807.0,9.80454
2018-08-18,668757.0,9.71875
2018-08-17,668932.0,9.69959
2018-08-16,663772.0,9.613339999999999
2018-08-15,667535.0,9.698879999999999
2018-08-14,682234.0,9.9221
2018-08-11,669075.0,9.75598
2018-08-10,662856.0,9.70777
2018-08-09,635950.0,9.30813
2018-08-08,635425.0,9.29718
2018-08-07,634975.0,9.28
2018-08-04,634549.0,9.25026
2018-08-03,631358.0,9.24606
2018-08-02,625590.0,9.20676
2018-08-01,623497.0,9.13442
2018-07-31,627805.0,9.19726
2018-07-28,629726.0,9.23433
2018-07-27,629471.0,9.28095
