nominal,data,curs
10,15.10.2009,"43,1698"
10,14.10.2009,"43,2259"
10,13.10.2009,"43,3606"
10,10.10.2009,"43,3787"
10,09.10.2009,"43,4184"
10,08.10.2009,"43,6269"
10,07.10.2009,"43,7012"
10,06.10.2009,"44,0620"
10,03.10.2009,"44,1287"
10,02.10.2009,"44,0374"
10,01.10.2009,"43,9540"
10,30.09.2009,"44,0737"
10,29.09.2009,"44,2313"
10,26.09.2009,"44,1348"
10,25.09.2009,"44,0418"
10,24.09.2009,"43,9450"
10,23.09.2009,"44,2958"
10,22.09.2009,"44,4750"
10,19.09.2009,"44,4851"
10,18.09.2009,"44,5169"
10,17.09.2009,"44,8391"
10,16.09.2009,"45,3806"
10,15.09.2009,"45,1941"
10,12.09.2009,"45,0006"
10,11.09.2009,"45,2290"
10,10.09.2009,"45,6099"
10,09.09.2009,"45,9518"
10,08.09.2009,"46,0247"
10,05.09.2009,"46,2722"
10,04.09.2009,"46,5082"
10,03.09.2009,"46,8057"
10,02.09.2009,"46,5176"
10,01.09.2009,"46,6092"
10,29.08.2009,"46,2118"
10,28.08.2009,"46,3129"
10,27.08.2009,"45,9646"
10,26.08.2009,"46,1739"
10,25.08.2009,"46,1896"
10,22.08.2009,"46,7610"
10,21.08.2009,"46,2566"
10,20.08.2009,"46,7009"
10,19.08.2009,"46,7071"
10,18.08.2009,"47,2411"
10,15.08.2009,"46,4140"
10,14.08.2009,"47,0407"
10,13.08.2009,"47,8277"
10,12.08.2009,"46,4508"
10,11.08.2009,"46,3049"
10,08.08.2009,"46,1758"
10,07.08.2009,"45,6482"
10,06.08.2009,"45,5701"
10,05.08.2009,"45,4569"
10,04.08.2009,"45,7282"
10,01.08.2009,"45,5938"
10,31.07.2009,"46,4724"
10,30.07.2009,"45,9873"
10,29.07.2009,"44,8602"
10,28.07.2009,"45,0064"
10,25.07.2009,"45,5795"
10,24.07.2009,"45,4879"
10,23.07.2009,"45,4916"
10,22.07.2009,"45,6355"
10,21.07.2009,"45,9251"
10,18.07.2009,"46,5170"
10,17.07.2009,"46,3937"
10,16.07.2009,"46,9010"
10,15.07.2009,"47,5731"
10,14.07.2009,"48,3803"
10,11.07.2009,"46,8860"
10,10.07.2009,"46,6673"
10,09.07.2009,"46,5022"
10,08.07.2009,"46,0505"
10,07.07.2009,"45,9623"
10,04.07.2009,"45,7325"
10,03.07.2009,"45,5560"
10,02.07.2009,"45,6467"
10,01.07.2009,"45,4324"
10,30.06.2009,"45,7884"
10,27.06.2009,"45,5313"
10,26.06.2009,"45,6568"
10,25.06.2009,"45,5618"
10,24.06.2009,"46,1942"
10,23.06.2009,"45,7017"
10,20.06.2009,"45,5689"
10,19.06.2009,"45,5055"
10,18.06.2009,"45,5266"
10,17.06.2009,"45,8315"
10,16.06.2009,"45,5500"
10,12.06.2009,"45,2266"
10,11.06.2009,"45,2623"
10,10.06.2009,"45,7419"
10,09.06.2009,"45,4527"
10,06.06.2009,"44,9172"
10,05.06.2009,"45,1863"
10,04.06.2009,"44,6849"
10,03.06.2009,"44,9892"
10,02.06.2009,"45,0331"
10,30.05.2009,"45,3763"
10,29.05.2009,"45,8766"
10,28.05.2009,"45,6556"
10,27.05.2009,"45,6032"
10,26.05.2009,"45,5075"
10,23.05.2009,"45,7153"
10,22.05.2009,"46,0972"
10,21.05.2009,"46,5940"
10,20.05.2009,"46,8150"
10,19.05.2009,"47,3044"
10,16.05.2009,"46,9977"
10,15.05.2009,"47,1335"
10,14.05.2009,"46,8851"
10,13.05.2009,"47,3131"
10,09.05.2009,"47,7204"
10,08.05.2009,"48,0659"
10,07.05.2009,"48,2021"
10,06.05.2009,"48,1145"
10,05.05.2009,"48,3355"
10,01.05.2009,"48,3178"
10,30.04.2009,"48,7138"
10,29.04.2009,"49,1436"
10,28.04.2009,"48,9136"
10,25.04.2009,"48,9064"
10,24.04.2009,"49,4624"
10,23.04.2009,"49,8736"
10,22.04.2009,"49,9104"
10,21.04.2009,"49,0746"
10,18.04.2009,"48,9931"
10,17.04.2009,"48,9124"
10,16.04.2009,"48,9475"
10,15.04.2009,"48,8761"
10,14.04.2009,"49,0110"
10,11.04.2009,"49,2148"
10,10.04.2009,"49,0591"
10,09.04.2009,"49,4070"
10,08.04.2009,"48,8377"
10,07.04.2009,"48,5373"
10,04.04.2009,"48,8800"
10,03.04.2009,"49,4140"
10,02.04.2009,"49,6709"
10,01.04.2009,"49,5936"
10,31.03.2009,"49,7570"
10,28.03.2009,"48,9085"
10,27.03.2009,"48,9854"
10,26.03.2009,"49,3674"
10,25.03.2009,"48,7189"
10,24.03.2009,"48,7355"
10,21.03.2009,"48,9571"
10,20.03.2009,"49,5317"
10,19.03.2009,"50,3537"
10,18.03.2009,"50,5087"
10,17.03.2009,"50,9466"
10,14.03.2009,"50,9413"
10,13.03.2009,"51,6106"
10,12.03.2009,"51,3218"
10,11.03.2009,"51,8309"
10,07.03.2009,"52,2614"
10,06.03.2009,"52,4675"
10,05.03.2009,"52,9431"
10,04.03.2009,"52,9218"
10,03.03.2009,"52,8503"
10,28.02.2009,"52,2222"
10,27.02.2009,"52,2233"
10,26.02.2009,"52,2805"
10,25.02.2009,"52,6810"
10,21.02.2009,"52,7712"
10,20.02.2009,"52,7916"
10,19.02.2009,"53,2741"
10,18.02.2009,"52,1056"
10,17.02.2009,"50,8907"
10,14.02.2009,"50,5645"
10,13.02.2009,"50,9290"
10,12.02.2009,"52,4286"
10,11.02.2009,"52,5839"
10,10.02.2009,"52,8619"
10,07.02.2009,"53,2195"
10,06.02.2009,"53,1276"
10,05.02.2009,"52,7168"
10,04.02.2009,"52,8341"
10,03.02.2009,"52,8505"
10,31.01.2009,"51,7780"
10,30.01.2009,"50,7108"
10,29.01.2009,"48,5628"
10,28.01.2009,"48,2447"
10,27.01.2009,"48,1042"
10,24.01.2009,"48,0100"
10,23.01.2009,"47,9800"
10,22.01.2009,"47,7265"
10,21.01.2009,"48,8615"
10,20.01.2009,"48,1421"
10,17.01.2009,"47,6440"
10,16.01.2009,"47,1281"
10,15.01.2009,"46,1906"
10,14.01.2009,"45,6684"
10,13.01.2009,"45,3361"
10,12.01.2009,"44,6684"
10,01.01.2009,"43,0867"
10,31.12.2008,"42,9676"
10,30.12.2008,"42,6852"
10,27.12.2008,"42,4142"
10,26.12.2008,"42,0118"
10,25.12.2008,"41,7960"
10,24.12.2008,"41,3548"
10,23.12.2008,"41,2759"
10,20.12.2008,"40,5543"
10,19.12.2008,"40,4162"
10,18.12.2008,"40,2502"
10,17.12.2008,"40,3186"
10,16.12.2008,"40,6061"
10,13.12.2008,"40,6136"
10,12.12.2008,"40,7597"
10,11.12.2008,"40,6131"
10,10.12.2008,"40,7250"
10,09.12.2008,"40,7282"
10,06.12.2008,"40,8284"
10,05.12.2008,"40,6124"
10,04.12.2008,"40,5578"
10,03.12.2008,"40,6922"
10,02.12.2008,"40,5970"
10,29.11.2008,"40,4034"
10,28.11.2008,"40,1564"
10,27.11.2008,"40,0661"
10,26.11.2008,"40,1291"
10,25.11.2008,"40,5086"
10,22.11.2008,"40,3485"
10,21.11.2008,"40,3470"
10,20.11.2008,"40,1841"
10,19.11.2008,"40,1783"
10,18.11.2008,"40,1890"
10,15.11.2008,"40,0542"
10,14.11.2008,"40,5071"
10,13.11.2008,"40,2290"
10,12.11.2008,"40,0579"
10,11.11.2008,"39,4989"
10,08.11.2008,"39,5676"
10,07.11.2008,"39,4416"
10,06.11.2008,"39,3966"
10,02.11.2008,"39,5925"
10,01.11.2008,"39,6136"
10,31.10.2008,"38,8101"
10,30.10.2008,"39,5873"
10,29.10.2008,"39,9056"
10,28.10.2008,"39,9228"
10,25.10.2008,"39,5215"
10,24.10.2008,"39,4746"
10,23.10.2008,"39,3664"
10,22.10.2008,"38,6931"
10,21.10.2008,"38,1489"
10,18.10.2008,"38,4246"
10,17.10.2008,"38,5744"
10,16.10.2008,"38,2405"
10,15.10.2008,"38,1614"
10,14.10.2008,"38,2468"
10,11.10.2008,"38,3455"
10,10.10.2008,"38,2010"
10,09.10.2008,"38,3772"
10,08.10.2008,"38,3369"
10,07.10.2008,"38,1999"
10,04.10.2008,"37,8363"
10,03.10.2008,"37,7223"
10,02.10.2008,"37,4024"
10,01.10.2008,"37,0656"
10,30.09.2008,"36,8824"
10,27.09.2008,"36,5366"
10,26.09.2008,"36,5071"
10,25.09.2008,"36,7578"
10,24.09.2008,"36,6273"
10,23.09.2008,"37,0101"
10,20.09.2008,"37,2961"
10,19.09.2008,"37,1663"
10,18.09.2008,"37,3242"
10,17.09.2008,"37,3190"
10,16.09.2008,"37,1390"
10,13.09.2008,"37,5371"
10,12.09.2008,"37,6714"
10,11.09.2008,"37,3843"
10,10.09.2008,"37,3997"
10,09.09.2008,"36,9304"
10,06.09.2008,"37,2250"
10,05.09.2008,"36,8815"
10,04.09.2008,"36,3234"
10,03.09.2008,"36,1153"
10,02.09.2008,"36,1183"
10,30.08.2008,"35,9212"
10,29.08.2008,"35,9511"
10,28.08.2008,"35,9509"
10,27.08.2008,"35,8695"
10,26.08.2008,"35,7090"
10,23.08.2008,"35,5353"
10,22.08.2008,"35,5085"
10,21.08.2008,"35,6458"
10,20.08.2008,"35,7813"
10,19.08.2008,"35,6288"
10,16.08.2008,"35,6670"
10,15.08.2008,"35,4011"
10,14.08.2008,"35,2230"
10,13.08.2008,"35,4670"
10,12.08.2008,"35,8008"
10,09.08.2008,"34,7825"
10,08.08.2008,"34,3785"
10,07.08.2008,"34,3293"
10,06.08.2008,"34,2043"
10,05.08.2008,"34,1329"
10,02.08.2008,"34,2909"
10,01.08.2008,"34,2818"
10,31.07.2008,"34,3068"
10,30.07.2008,"34,1539"
10,29.07.2008,"34,2020"
10,26.07.2008,"34,2330"
10,25.07.2008,"34,2317"
10,24.07.2008,"34,1489"
10,23.07.2008,"34,0092"
10,22.07.2008,"33,9829"
10,19.07.2008,"34,0163"
10,18.07.2008,"34,0054"
10,17.07.2008,"34,0014"
10,16.07.2008,"33,8761"
10,15.07.2008,"33,9709"
10,12.07.2008,"34,1926"
10,11.07.2008,"34,2376"
10,10.07.2008,"34,1198"
10,09.07.2008,"34,2865"
10,08.07.2008,"34,3529"
10,05.07.2008,"34,2663"
10,04.07.2008,"34,1095"
10,03.07.2008,"34,1367"
10,02.07.2008,"34,2232"
10,01.07.2008,"34,1331"
10,28.06.2008,"34,1819"
10,27.06.2008,"34,2788"
10,26.06.2008,"34,3857"
10,25.06.2008,"34,3692"
10,24.06.2008,"34,3334"
10,21.06.2008,"34,3427"
10,20.06.2008,"34,3217"
10,19.06.2008,"34,3725"
10,18.06.2008,"34,3019"
10,17.06.2008,"34,4496"
10,12.06.2008,"34,1929"
10,11.06.2008,"34,1011"
10,10.06.2008,"33,9737"
10,08.06.2008,"34,0374"
10,07.06.2008,"34,2032"
10,06.06.2008,"34,2953"
10,05.06.2008,"34,3110"
10,04.06.2008,"34,2113"
10,03.06.2008,"34,2358"
10,31.05.2008,"34,1973"
10,30.05.2008,"34,1155"
10,29.05.2008,"33,9363"
10,28.05.2008,"33,9380"
10,27.05.2008,"33,9450"
10,24.05.2008,"33,9823"
10,23.05.2008,"33,9464"
10,22.05.2008,"34,0326"
10,21.05.2008,"34,0057"
10,20.05.2008,"33,9980"
10,17.05.2008,"34,1021"
10,16.05.2008,"34,0620"
10,15.05.2008,"34,0861"
10,14.05.2008,"33,9292"
10,13.05.2008,"34,1297"
10,09.05.2008,"34,1107"
10,08.05.2008,"34,0033"
10,07.05.2008,"33,9951"
10,06.05.2008,"33,9748"
10,05.05.2008,"34,0399"
10,01.05.2008,"33,7910"
10,30.04.2008,"33,8347"
10,29.04.2008,"33,7051"
10,26.04.2008,"33,6912"
10,25.04.2008,"33,5467"
10,24.04.2008,"33,4252"
10,23.04.2008,"33,5120"
10,22.04.2008,"33,5244"
10,19.04.2008,"33,4138"
10,18.04.2008,"33,4483"
10,17.04.2008,"33,5118"
10,16.04.2008,"33,5214"
10,15.04.2008,"33,6009"
10,12.04.2008,"33,5536"
10,11.04.2008,"33,5542"
10,10.04.2008,"33,6218"
10,09.04.2008,"33,6138"
10,08.04.2008,"33,7029"
10,05.04.2008,"33,6157"
10,04.04.2008,"33,6535"
10,03.04.2008,"33,7150"
10,02.04.2008,"33,6183"
10,01.04.2008,"33,5044"
10,29.03.2008,"33,5291"
10,28.03.2008,"33,5097"
10,27.03.2008,"33,6619"
10,26.03.2008,"33,6270"
10,25.03.2008,"33,7847"
10,22.03.2008,"33,6946"
10,21.03.2008,"33,5631"
10,20.03.2008,"33,3354"
10,19.03.2008,"33,2122"
10,18.03.2008,"33,1907"
10,15.03.2008,"33,3672"
10,14.03.2008,"33,3672"
10,13.03.2008,"33,5506"
10,12.03.2008,"33,5683"
10,08.03.2008,"33,5307"
10,07.03.2008,"33,6448"
10,06.03.2008,"33,8285"
10,05.03.2008,"33,8333"
10,04.03.2008,"33,7764"
10,01.03.2008,"33,7443"
10,29.02.2008,"33,8825"
10,28.02.2008,"33,8532"
10,27.02.2008,"34,1776"
10,23.02.2008,"34,2402"
10,22.02.2008,"34,3196"
10,21.02.2008,"34,3169"
10,20.02.2008,"34,2730"
10,19.02.2008,"34,2939"
10,16.02.2008,"34,2215"
10,15.02.2008,"34,2711"
10,14.02.2008,"34,3043"
10,13.02.2008,"34,2817"
10,12.02.2008,"34,2969"
10,09.02.2008,"34,4611"
10,08.02.2008,"34,2738"
10,07.02.2008,"34,3071"
10,06.02.2008,"34,1206"
10,05.02.2008,"34,0376"
10,02.02.2008,"33,9886"
10,01.02.2008,"34,0008"
10,31.01.2008,"34,0163"
10,30.01.2008,"34,0143"
10,29.01.2008,"34,1576"
10,26.01.2008,"33,8870"
10,25.01.2008,"34,0934"
10,24.01.2008,"34,0557"
10,23.01.2008,"34,3856"
10,22.01.2008,"34,0315"
10,19.01.2008,"33,8106"
10,18.01.2008,"33,8014"
10,17.01.2008,"33,6361"
10,16.01.2008,"33,5203"
10,15.01.2008,"33,4914"
10,12.01.2008,"33,5409"
10,11.01.2008,"33,6767"
10,10.01.2008,"33,6320"
10,30.12.2007,"33,6038"
10,29.12.2007,"33,5886"
10,28.12.2007,"33,6603"
10,27.12.2007,"33,6928"
10,26.12.2007,"33,6779"
10,25.12.2007,"33,5924"
10,22.12.2007,"33,5757"
10,21.12.2007,"33,5929"
10,20.12.2007,"33,4865"
10,19.12.2007,"33,4872"
10,18.12.2007,"33,4838"
10,15.12.2007,"33,2486"
10,14.12.2007,"33,1348"
10,13.12.2007,"33,1433"
10,12.12.2007,"33,0814"
10,11.12.2007,"33,1255"
10,08.12.2007,"33,1390"
10,07.12.2007,"33,1317"
10,06.12.2007,"33,0607"
10,05.12.2007,"33,0631"
10,04.12.2007,"33,0219"
10,01.12.2007,"33,0756"
10,30.11.2007,"32,9842"
10,29.11.2007,"32,9375"
10,28.11.2007,"32,9049"
10,27.11.2007,"32,8563"
10,24.11.2007,"32,7944"
10,23.11.2007,"32,8104"
10,22.11.2007,"32,8241"
10,21.11.2007,"32,8995"
10,20.11.2007,"32,9893"
10,17.11.2007,"33,0172"
10,16.11.2007,"32,9344"
10,15.11.2007,"32,9190"
10,14.11.2007,"33,0214"
10,13.11.2007,"33,0405"
10,10.11.2007,"32,9792"
10,09.11.2007,"32,9795"
10,08.11.2007,"32,9329"
10,07.11.2007,"33,0247"
10,03.11.2007,"33,0729"
10,02.11.2007,"33,1160"
10,01.11.2007,"33,0530"
10,31.10.2007,"33,0753"
10,30.10.2007,"33,0412"
10,27.10.2007,"33,0803"
10,26.10.2007,"33,1986"
10,25.10.2007,"33,2140"
10,24.10.2007,"33,2012"
10,23.10.2007,"33,0213"
10,20.10.2007,"33,0884"
10,19.10.2007,"33,0937"
10,18.10.2007,"33,1659"
10,17.10.2007,"33,1243"
10,16.10.2007,"33,1233"
10,13.10.2007,"33,2022"
10,12.10.2007,"33,1956"
10,11.10.2007,"33,2502"
10,10.10.2007,"33,3263"
10,09.10.2007,"33,2885"
10,06.10.2007,"33,2753"
10,05.10.2007,"33,3148"
10,04.10.2007,"33,2064"
10,03.10.2007,"33,1792"
10,02.10.2007,"33,1381"
10,29.09.2007,"33,1949"
10,28.09.2007,"33,2161"
10,27.09.2007,"33,2430"
10,26.09.2007,"33,3176"
10,25.09.2007,"33,3092"
10,22.09.2007,"33,3786"
10,21.09.2007,"33,4297"
10,20.09.2007,"33,5130"
10,19.09.2007,"33,6801"
10,18.09.2007,"33,6570"
10,15.09.2007,"33,7293"
10,14.09.2007,"33,7608"
10,13.09.2007,"33,7692"
10,12.09.2007,"33,9143"
10,11.09.2007,"33,9766"
10,08.09.2007,"34,0184"
10,07.09.2007,"34,0199"
10,06.09.2007,"34,0290"
10,05.09.2007,"33,9027"
10,04.09.2007,"33,9151"
10,01.09.2007,"33,9555"
10,31.08.2007,"33,9682"
10,30.08.2007,"34,1051"
10,29.08.2007,"33,9805"
10,28.08.2007,"33,9187"
10,25.08.2007,"34,0437"
10,24.08.2007,"33,8943"
10,23.08.2007,"34,0096"
10,22.08.2007,"34,0374"
10,21.08.2007,"33,8886"
10,18.08.2007,"33,8967"
10,17.08.2007,"33,8746"
10,16.08.2007,"33,8014"
10,15.08.2007,"33,6699"
10,14.08.2007,"33,5809"
10,11.08.2007,"33,6659"
10,10.08.2007,"33,5110"
10,09.08.2007,"33,6418"
10,08.08.2007,"33,6578"
10,07.08.2007,"33,6555"
10,04.08.2007,"33,7387"
10,03.08.2007,"33,7792"
10,02.08.2007,"33,8299"
10,01.08.2007,"33,7582"
10,31.07.2007,"33,8198"
10,28.07.2007,"33,7097"
10,27.07.2007,"33,6886"
10,26.07.2007,"33,6309"
10,25.07.2007,"33,5754"
10,24.07.2007,"33,5607"
10,21.07.2007,"33,6080"
10,20.07.2007,"33,6042"
10,19.07.2007,"33,6331"
10,18.07.2007,"33,6550"
10,17.07.2007,"33,6608"
10,14.07.2007,"33,6816"
10,13.07.2007,"33,7290"
10,12.07.2007,"33,7492"
10,11.07.2007,"33,8281"
10,10.07.2007,"33,8001"
10,07.07.2007,"33,8337"
10,06.07.2007,"33,7876"
10,05.07.2007,"33,7736"
10,04.07.2007,"33,7775"
10,03.07.2007,"33,8203"
10,30.06.2007,"33,8973"
10,29.06.2007,"33,8688"
10,28.06.2007,"33,9286"
10,27.06.2007,"33,8273"
10,26.06.2007,"33,9922"
10,23.06.2007,"34,0273"
10,22.06.2007,"34,0803"
10,21.06.2007,"34,0482"
10,20.06.2007,"34,0126"
10,19.06.2007,"34,0359"
10,16.06.2007,"34,1318"
10,15.06.2007,"34,1347"
10,14.06.2007,"34,1400"
10,10.06.2007,"33,9378"
10,09.06.2007,"33,8420"
10,08.06.2007,"33,8013"
10,07.06.2007,"33,7998"
10,06.06.2007,"33,8187"
10,05.06.2007,"33,8512"
10,02.06.2007,"33,8699"
10,01.06.2007,"33,8707"
10,31.05.2007,"33,8722"
10,30.05.2007,"33,8600"
10,29.05.2007,"33,8428"
10,26.05.2007,"33,8632"
10,25.05.2007,"33,8432"
10,24.05.2007,"33,8232"
10,23.05.2007,"33,8164"
10,22.05.2007,"33,7119"
10,19.05.2007,"33,6903"
10,18.05.2007,"33,6099"
10,17.05.2007,"33,4994"
10,16.05.2007,"33,5384"
10,15.05.2007,"33,6020"
10,12.05.2007,"33,6448"
10,11.05.2007,"33,4959"
10,09.05.2007,"33,4374"
10,08.05.2007,"33,3962"
10,05.05.2007,"33,4403"
10,04.05.2007,"33,3880"
10,03.05.2007,"33,4238"
10,29.04.2007,"33,2618"
10,28.04.2007,"33,3587"
10,27.04.2007,"33,2838"
10,26.04.2007,"33,2834"
10,25.04.2007,"33,3562"
10,24.04.2007,"33,3463"
10,21.04.2007,"33,3126"
10,20.04.2007,"33,3826"
10,19.04.2007,"33,3380"
10,18.04.2007,"33,3683"
10,17.04.2007,"33,3958"
10,14.04.2007,"33,4433"
10,13.04.2007,"33,4736"
10,12.04.2007,"33,5314"
10,11.04.2007,"33,5308"
10,10.04.2007,"33,6218"
10,07.04.2007,"33,5645"
10,06.04.2007,"33,6185"
10,05.04.2007,"33,6256"
10,04.04.2007,"33,6144"
10,03.04.2007,"33,6283"
10,31.03.2007,"33,6455"
10,30.03.2007,"33,6638"
10,29.03.2007,"33,6338"
10,28.03.2007,"33,6345"
10,27.03.2007,"33,7086"
10,24.03.2007,"33,6345"
10,23.03.2007,"33,5910"
10,22.03.2007,"33,6394"
10,21.03.2007,"33,6378"
10,20.03.2007,"33,6654"
10,17.03.2007,"33,6428"
10,16.03.2007,"33,7475"
10,15.03.2007,"33,7713"
10,14.03.2007,"33,8045"
10,13.03.2007,"33,8511"
10,10.03.2007,"33,8438"
10,08.03.2007,"33,8943"
10,07.03.2007,"33,8775"
10,06.03.2007,"33,8494"
10,03.03.2007,"33,7956"
10,02.03.2007,"33,7508"
10,01.03.2007,"33,7896"
10,28.02.2007,"33,7591"
10,27.02.2007,"33,7847"
10,23.02.2007,"33,8650"
10,22.02.2007,"33,7996"
10,21.02.2007,"33,7992"
10,20.02.2007,"33,8207"
10,17.02.2007,"33,8500"
10,16.02.2007,"33,8313"
10,15.02.2007,"33,9025"
10,14.02.2007,"33,9922"
10,13.02.2007,"33,9560"
10,10.02.2007,"33,9834"
10,09.02.2007,"34,0667"
10,08.02.2007,"34,2031"
10,07.02.2007,"34,2318"
10,06.02.2007,"34,1910"
10,03.02.2007,"34,1391"
10,02.02.2007,"34,1365"
10,01.02.2007,"34,1459"
10,31.01.2007,"34,1196"
10,30.01.2007,"34,1687"
10,27.01.2007,"34,1444"
10,26.01.2007,"34,0991"
10,25.01.2007,"34,0702"
10,24.01.2007,"34,0987"
10,23.01.2007,"34,1024"
10,20.01.2007,"34,0801"
10,19.01.2007,"34,1365"
10,18.01.2007,"34,1447"
10,17.01.2007,"34,0841"
10,16.01.2007,"34,0820"
10,13.01.2007,"34,0334"
10,12.01.2007,"34,0350"
10,11.01.2007,"33,9243"
10,10.01.2007,"33,8255"
10,30.12.2006,"33,7155"
10,29.12.2006,"33,7598"
10,28.12.2006,"33,6737"
10,27.12.2006,"33,7050"
10,26.12.2006,"33,6958"
10,23.12.2006,"33,6242"
10,22.12.2006,"33,6139"
10,21.12.2006,"33,5949"
10,20.12.2006,"33,6737"
10,19.12.2006,"33,6806"
10,16.12.2006,"33,6354"
10,15.12.2006,"33,5700"
10,14.12.2006,"33,5197"
10,13.12.2006,"33,5303"
10,12.12.2006,"33,5558"
10,09.12.2006,"33,4856"
10,08.12.2006,"33,4483"
10,07.12.2006,"33,4743"
10,06.12.2006,"33,4197"
10,05.12.2006,"33,4473"
10,02.12.2006,"33,4995"
10,01.12.2006,"33,5242"
10,30.11.2006,"33,5724"
10,29.11.2006,"33,5788"
10,28.11.2006,"33,6201"
10,25.11.2006,"33,7627"
10,24.11.2006,"33,7820"
10,23.11.2006,"33,8384"
10,22.11.2006,"33,8530"
10,21.11.2006,"33,8546"
10,18.11.2006,"33,8871"
10,17.11.2006,"33,8697"
10,16.11.2006,"33,8766"
10,15.11.2006,"33,8613"
10,14.11.2006,"33,8411"
10,11.11.2006,"33,8459"
10,10.11.2006,"33,9344"
10,09.11.2006,"33,9362"
10,08.11.2006,"33,9066"
10,04.11.2006,"33,9207"
10,03.11.2006,"33,9322"
10,02.11.2006,"33,9431"
10,01.11.2006,"33,9905"
10,31.10.2006,"33,9528"
10,28.10.2006,"33,9549"
10,27.10.2006,"33,9842"
10,26.10.2006,"34,0542"
10,25.10.2006,"34,0679"
10,24.10.2006,"34,0306"
10,21.10.2006,"33,9671"
10,20.10.2006,"34,0520"
10,19.10.2006,"34,0526"
10,18.10.2006,"34,0677"
10,17.10.2006,"34,0991"
10,14.10.2006,"34,0731"
10,13.10.2006,"34,0460"
10,12.10.2006,"34,0410"
10,11.10.2006,"34,0152"
10,10.10.2006,"34,0163"
10,07.10.2006,"33,8979"
10,06.10.2006,"33,8601"
10,05.10.2006,"33,8434"
10,04.10.2006,"33,8009"
10,03.10.2006,"33,8784"
10,30.09.2006,"33,8686"
10,29.09.2006,"33,8734"
10,28.09.2006,"33,8912"
10,27.09.2006,"33,7539"
10,26.09.2006,"33,6694"
10,23.09.2006,"33,6885"
10,22.09.2006,"33,7759"
10,21.09.2006,"33,7924"
10,20.09.2006,"33,7236"
10,19.09.2006,"33,7231"
10,16.09.2006,"33,6921"
10,15.09.2006,"33,7295"
10,14.09.2006,"33,7061"
10,13.09.2006,"33,6789"
10,12.09.2006,"33,6766"
10,09.09.2006,"33,6381"
10,08.09.2006,"33,5482"
10,07.09.2006,"33,5447"
10,06.09.2006,"33,5524"
10,05.09.2006,"33,6298"
10,02.09.2006,"33,6235"
10,01.09.2006,"33,5882"
10,31.08.2006,"33,5945"
10,30.08.2006,"33,5692"
10,29.08.2006,"33,5710"
10,26.08.2006,"33,6069"
10,25.08.2006,"33,5984"
10,24.08.2006,"33,5739"
10,23.08.2006,"33,5079"
10,22.08.2006,"33,5044"
10,19.08.2006,"33,5211"
10,18.08.2006,"33,4910"
10,17.08.2006,"33,5615"
10,16.08.2006,"33,5673"
10,15.08.2006,"33,5668"
10,12.08.2006,"33,5773"
10,11.08.2006,"33,4736"
10,10.08.2006,"33,5152"
10,09.08.2006,"33,5233"
10,08.08.2006,"33,5038"
10,05.08.2006,"33,5560"
10,04.08.2006,"33,6016"
10,03.08.2006,"33,5374"
10,02.08.2006,"33,6390"
10,01.08.2006,"33,6572"
10,29.07.2006,"33,6938"
10,28.07.2006,"33,6498"
10,27.07.2006,"33,7761"
10,26.07.2006,"33,6762"
10,25.07.2006,"33,7148"
10,22.07.2006,"33,6760"
10,21.07.2006,"33,7261"
10,20.07.2006,"33,8023"
10,19.07.2006,"33,7489"
10,18.07.2006,"33,6689"
10,15.07.2006,"33,7165"
10,14.07.2006,"33,6714"
10,13.07.2006,"33,6153"
10,12.07.2006,"33,6756"
10,11.07.2006,"33,6055"
10,08.07.2006,"33,6270"
10,07.07.2006,"33,6528"
10,06.07.2006,"33,5787"
10,05.07.2006,"33,5534"
10,04.07.2006,"33,6129"
10,01.07.2006,"33,6989"
10,30.06.2006,"33,8461"
10,29.06.2006,"33,8314"
10,28.06.2006,"33,7956"
10,27.06.2006,"33,8573"
10,24.06.2006,"33,8071"
10,23.06.2006,"33,7299"
10,22.06.2006,"33,7649"
10,21.06.2006,"33,7830"
10,20.06.2006,"33,7775"
10,17.06.2006,"33,7307"
10,16.06.2006,"33,7919"
10,15.06.2006,"33,8441"
10,14.06.2006,"33,8291"
10,10.06.2006,"33,6946"
10,09.06.2006,"33,4934"
10,08.06.2006,"33,4661"
10,07.06.2006,"33,3451"
10,06.06.2006,"33,3403"
10,03.06.2006,"33,5180"
10,02.06.2006,"33,6934"
10,01.06.2006,"33,5545"
10,31.05.2006,"33,6098"
10,30.05.2006,"33,7274"
10,27.05.2006,"33,6821"
10,26.05.2006,"33,6818"
10,25.05.2006,"33,6763"
10,24.05.2006,"33,6428"
10,23.05.2006,"33,7756"
10,20.05.2006,"33,6873"
10,19.05.2006,"33,7927"
10,18.05.2006,"33,6793"
10,17.05.2006,"33,7024"
10,16.05.2006,"33,6160"
10,13.05.2006,"33,6536"
10,12.05.2006,"33,8253"
10,11.05.2006,"33,7674"
10,01.05.2006,"34,1258"
10,01.04.2006,"34,5951"
10,01.03.2006,"34,9749"
10,01.02.2006,"34,8823"
10,01.01.2006,"35,6705"
10,01.12.2005,"35,5602"
10,01.11.2005,"35,1591"
10,01.10.2005,"35,2230"
10,01.09.2005,"35,2608"
10,01.08.2005,"35,3536"
10,01.07.2005,"34,6428"
10,01.06.2005,"33,9418"
10,01.05.2005,"33,5818"
10,01.04.2005,"33,6200"
10,01.03.2005,"33,5574"
